const,LotArea,OverallQual,Age,GrLivArea,FullBath,CentralAir_Y,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010
1.0,9938,7,29,1949,2,1,0,1,0,0,0,0,1
1.0,6600,5,60,894,1,0,0,0,1,0,0,1,0
1.0,8750,6,24,1682,2,1,0,1,0,0,0,0,1
1.0,8892,5,69,910,1,1,0,1,0,0,1,0,0
1.0,12144,5,73,1268,1,1,0,0,1,0,0,1,0
1.0,5720,5,81,1131,1,1,0,0,1,0,0,1,0
1.0,9000,8,15,2610,2,1,0,0,0,1,0,0,0
1.0,25286,4,59,1040,1,1,0,0,1,1,0,0,0
1.0,8834,9,18,2224,2,1,0,0,0,0,0,1,0
1.0,11782,5,61,1155,1,1,0,1,0,0,0,0,1
1.0,7000,5,44,864,1,1,0,0,1,0,0,1,0
1.0,7024,5,17,1090,1,1,0,0,1,1,0,0,0
1.0,13758,7,32,1717,2,1,0,1,0,1,0,0,0
1.0,9636,6,30,1593,2,1,0,0,1,0,0,1,0
1.0,6204,4,110,2230,1,0,0,0,1,0,0,0,0
1.0,7150,5,55,892,1,1,0,0,1,0,0,1,0
1.0,5119,9,23,1709,2,1,0,1,0,0,1,0,0
1.0,8393,5,63,1712,2,1,0,0,1,0,0,0,0
1.0,16466,5,67,1393,1,1,0,0,1,0,1,0,0
1.0,15865,8,52,2217,2,1,0,1,0,1,0,0,0
1.0,12160,6,69,1505,1,1,0,0,1,0,0,1,0
1.0,8064,5,73,924,1,1,0,0,1,1,0,0,0
1.0,11184,6,44,1683,2,1,0,0,1,0,0,1,0
1.0,8414,6,59,1068,1,1,0,0,1,0,0,0,0
1.0,13284,5,68,1383,1,1,0,0,1,0,1,0,0
1.0,7018,5,43,1535,2,1,0,0,1,0,0,1,0
1.0,7056,6,59,1796,1,1,0,0,1,0,1,0,0
1.0,8765,4,86,951,1,0,0,0,1,0,0,0,0
1.0,7018,5,43,2240,2,1,0,0,1,0,0,1,0
1.0,12919,9,13,2364,2,1,0,0,0,0,0,0,1
1.0,6993,5,61,1236,1,1,0,0,1,0,0,0,0
1.0,7340,4,51,858,1,1,0,0,1,1,0,0,0
1.0,8712,5,65,1306,1,1,0,0,1,0,0,1,0
1.0,7875,7,19,1509,2,1,0,1,0,0,0,0,0
1.0,14859,7,16,1670,2,1,0,1,0,0,0,0,0
1.0,6173,5,55,902,1,1,0,0,1,1,0,0,0
1.0,9920,5,68,1063,1,1,0,0,1,0,0,0,1
1.0,13501,8,16,1636,2,1,0,1,0,1,0,0,0
1.0,11500,7,86,2057,1,1,0,1,0,0,0,0,0
1.0,8885,5,39,902,1,1,0,0,1,0,0,0,0
1.0,12589,6,17,1484,2,1,0,1,0,0,0,1,0
1.0,11600,5,62,2274,2,1,0,0,1,0,0,0,1
1.0,9286,5,45,1268,1,1,0,1,0,0,0,1,0
1.0,6120,5,97,1015,1,0,0,0,1,0,0,0,0
1.0,6270,5,73,2002,2,0,0,0,1,1,0,0,0
1.0,3000,6,13,1224,2,1,0,1,0,0,0,1,0
1.0,2001,4,52,1092,1,1,0,0,1,1,0,0,0
1.0,9000,2,73,480,0,0,0,0,1,0,0,0,0
1.0,17140,4,66,1229,1,1,0,0,1,0,0,1,0
1.0,13125,7,31,2127,2,1,0,1,0,1,0,0,0
1.0,11029,6,64,1414,1,1,0,0,1,0,1,0,0
1.0,8462,6,28,1721,2,1,0,1,0,1,0,0,0
1.0,8777,5,122,2200,2,1,0,0,1,0,1,0,0
1.0,10237,6,17,1316,2,1,0,1,0,0,0,0,0
1.0,8012,6,29,1617,2,1,0,1,0,0,1,0,0
1.0,10240,6,42,1686,2,1,0,0,1,0,0,0,0
1.0,15611,5,45,1126,2,1,0,0,0,0,1,0,0
1.0,11999,8,19,2374,2,1,0,0,0,1,0,0,0
1.0,9900,7,54,1978,2,1,0,0,1,0,1,0,0
1.0,11838,8,21,1788,2,1,0,0,0,0,0,1,0
1.0,13006,7,25,2236,2,1,0,1,0,0,0,0,0
1.0,8925,8,15,1466,2,1,0,1,0,0,0,1,0
1.0,9100,5,57,925,1,1,0,0,1,0,0,1,0
1.0,11670,9,16,1905,2,1,0,0,0,1,0,0,0
1.0,8487,7,18,1500,2,1,0,1,0,0,0,1,0
1.0,27650,7,62,2069,2,1,0,1,0,0,1,0,0
1.0,5825,4,96,747,1,1,0,0,1,0,0,0,0
1.0,10083,7,19,1200,2,1,0,1,0,0,0,1,0
1.0,9675,7,17,1971,2,1,0,1,0,0,0,1,0
1.0,8760,7,16,1962,2,1,0,1,0,0,0,0,0
1.0,24090,7,82,2403,2,1,0,0,1,0,0,0,1
1.0,12640,6,46,1728,2,1,0,0,1,0,0,0,0
1.0,8755,7,23,2060,2,1,0,1,0,0,0,1,0
1.0,7711,4,45,1440,2,1,0,0,1,1,0,0,0
1.0,25000,5,55,1632,2,1,0,0,1,1,0,0,0
1.0,14375,6,64,1344,1,1,0,1,0,0,0,1,0
1.0,8820,5,132,1869,1,1,0,0,1,0,0,1,0
1.0,8163,5,63,1144,1,1,0,0,1,0,0,0,0
1.0,14536,8,20,1629,2,1,0,1,0,1,0,0,0
1.0,14006,7,20,1776,2,1,0,1,0,0,0,0,0
1.0,9360,6,50,1381,1,1,0,1,0,0,0,0,1
1.0,7200,5,72,864,1,1,0,1,0,1,0,0,0
1.0,7800,5,57,965,1,1,0,0,1,0,0,0,0
1.0,7200,5,50,768,1,1,0,0,1,0,0,1,0
1.0,11075,5,53,1968,2,1,0,0,1,0,1,0,0
1.0,9400,6,47,980,2,1,0,0,1,0,0,0,0
1.0,7136,6,76,1958,2,0,0,0,1,1,0,0,0
1.0,1300,6,42,1229,1,1,0,0,1,0,0,1,0
1.0,7420,5,60,1057,1,1,0,0,1,1,0,0,0
1.0,8450,7,19,1337,2,1,0,1,0,1,0,0,0
1.0,2572,7,23,1416,2,1,0,1,0,0,0,0,1
1.0,7207,5,64,858,1,1,0,0,1,0,0,0,1
1.0,12227,6,45,2872,2,1,0,0,1,0,1,0,0
1.0,2308,6,46,1548,2,1,0,1,0,1,0,0,0
1.0,11923,9,15,1800,2,1,0,0,0,0,0,1,0
1.0,11316,7,20,1894,2,1,0,1,0,0,0,0,1
1.0,10237,6,17,1484,2,1,0,1,0,1,0,0,0
1.0,9600,5,82,1308,1,1,0,0,1,0,0,1,0
1.0,7390,5,67,1098,1,1,0,0,1,0,1,0,0
1.0,5925,3,112,968,1,0,0,0,1,0,0,1,0
1.0,10382,6,64,1095,1,1,0,0,1,0,0,0,0
1.0,10800,4,73,1192,1,0,0,0,1,0,0,0,0
1.0,2268,7,19,1626,2,1,0,1,0,0,0,1,0
1.0,7892,6,43,918,2,1,0,0,1,0,0,0,1
1.0,11639,7,15,1428,2,1,0,1,0,0,1,0,0
1.0,11414,7,112,2019,1,0,0,1,0,0,0,1,0
1.0,2651,7,22,1382,2,1,0,1,0,0,0,0,0
1.0,5900,4,99,869,1,1,1,0,0,0,0,0,0
1.0,4274,7,16,1241,1,1,0,1,0,1,0,0,0
1.0,9450,4,68,894,1,1,0,0,1,1,0,0,0
1.0,8816,5,59,1121,1,1,0,0,1,0,0,1,0
1.0,12122,7,61,999,1,1,0,0,0,0,1,0,0
1.0,12203,8,24,2612,2,1,0,1,0,0,0,1,0
1.0,3182,7,15,1266,2,1,0,1,0,0,1,0,0
1.0,11250,8,20,2290,2,1,0,1,0,0,1,0,0
1.0,10125,5,45,1734,2,1,0,1,0,0,0,1,0
1.0,10880,5,72,1164,1,0,0,0,1,0,1,0,0
1.0,5310,6,112,1635,1,1,0,1,0,0,0,0,0
1.0,10159,9,13,1940,2,1,0,0,0,0,0,0,1
1.0,12046,6,46,2030,2,1,0,1,0,1,0,0,0
1.0,8125,7,16,1576,2,1,0,1,0,0,0,0,0
1.0,9452,8,25,2392,2,1,0,1,0,0,0,0,0
1.0,17671,8,140,1742,1,1,0,1,0,0,0,1,0
1.0,9760,6,58,1851,2,1,0,1,0,1,0,0,0
1.0,8846,6,17,1500,2,1,0,1,0,0,0,0,0
1.0,12456,10,16,1718,2,1,0,0,0,0,0,1,0
1.0,4712,4,76,1230,1,1,0,0,1,0,0,0,0
1.0,10659,5,61,1050,1,1,0,0,1,0,0,0,0
1.0,11717,6,52,1442,2,1,0,0,1,0,0,1,0
1.0,9786,3,100,1077,1,0,0,0,1,0,0,0,0
1.0,6762,7,16,1208,2,1,0,1,0,0,0,0,1
1.0,10206,3,70,944,1,0,1,0,0,0,0,1,0
1.0,5400,5,102,691,1,1,0,0,0,1,0,0,0
1.0,11957,8,16,1574,2,1,0,1,0,0,1,0,0
1.0,11500,5,46,1680,2,1,0,0,1,1,0,0,0
1.0,3182,7,17,1504,2,1,0,1,0,0,0,1,0
1.0,8385,5,45,985,2,1,0,0,1,0,1,0,0
1.0,12155,6,52,1657,2,1,0,0,1,1,0,0,0
1.0,2217,4,52,1092,1,1,0,0,1,0,0,1,0
1.0,12118,7,18,1710,2,1,0,1,0,0,0,1,0
1.0,6000,5,96,1522,2,1,0,0,1,0,0,0,0
1.0,21286,5,74,1271,2,1,0,0,1,0,1,0,0
1.0,9825,5,57,1664,2,0,0,0,1,0,0,0,1
1.0,10592,6,99,1502,1,1,0,1,0,1,0,0,0
1.0,7200,5,112,1022,1,0,0,0,1,0,0,1,0
1.0,11664,6,74,1082,1,1,0,0,1,1,0,0,0
1.0,8400,8,21,1665,2,1,0,1,0,0,0,1,0
1.0,11883,7,26,1504,2,1,0,1,0,0,0,1,0
1.0,5814,8,38,1360,1,1,0,1,0,0,0,1,0
1.0,10784,7,31,1472,2,1,0,1,0,1,0,0,0
1.0,3013,7,17,1506,2,1,0,1,0,0,0,0,0
1.0,7024,4,17,1132,1,1,0,1,0,0,1,0,0
1.0,7406,7,16,1220,2,1,0,1,0,0,0,0,0
1.0,9439,5,92,1248,1,1,0,0,1,1,0,0,0
1.0,3182,7,17,1504,2,1,0,1,0,0,1,0,0
1.0,15498,8,46,2898,2,1,0,1,0,0,1,0,0
1.0,7700,5,50,882,1,1,0,0,1,1,0,0,0
1.0,9300,5,62,1264,1,1,0,0,1,0,0,0,1
1.0,9520,8,15,1646,2,1,0,1,0,0,1,0,0
1.0,9492,5,81,1376,1,1,0,0,1,1,0,0,0
1.0,1680,6,50,1218,1,1,0,0,1,0,0,0,0
1.0,7082,5,106,1928,2,1,0,0,1,0,0,0,0
1.0,15863,7,102,3082,2,1,0,0,1,0,0,1,0
1.0,14541,8,29,2520,2,1,0,1,0,0,0,0,0
1.0,8125,7,20,1654,2,1,0,1,0,0,0,0,0
1.0,6305,5,84,954,1,1,1,0,0,1,0,0,0
1.0,11500,4,65,845,1,0,0,0,1,0,0,1,0
1.0,12898,9,15,1620,2,1,0,0,0,0,0,1,0
1.0,9240,8,21,2263,2,1,0,1,0,0,1,0,0
1.0,1533,4,52,1344,1,1,0,0,1,0,0,1,0
1.0,1477,4,52,630,1,1,0,0,1,0,0,1,0
1.0,13125,5,65,1803,2,1,0,0,1,0,0,0,0
1.0,9130,6,56,1632,1,1,0,1,0,0,1,0,0
1.0,5381,6,17,1306,2,1,0,1,0,0,0,1,0
1.0,11839,7,32,2329,2,1,0,1,0,0,1,0,0
1.0,9600,8,41,2524,2,1,0,1,0,0,0,1,0
1.0,13680,3,67,1733,2,1,0,0,1,0,0,1,0
1.0,16056,9,17,2868,3,1,0,0,0,0,0,0,0
1.0,9245,5,28,990,1,1,0,0,1,0,1,0,0
1.0,21750,5,62,1771,1,1,0,0,1,0,0,1,0
1.0,11100,4,76,930,1,1,0,1,0,0,0,0,1
1.0,8993,7,15,1302,2,1,0,1,0,1,0,0,0
1.0,11175,7,15,1316,2,1,0,1,0,1,0,0,0
1.0,9500,6,58,1977,1,1,0,0,1,1,0,0,0
1.0,8562,5,65,1526,1,1,0,0,1,0,0,0,1
1.0,11367,8,20,1989,2,1,0,1,0,0,0,0,0
1.0,11361,6,46,1523,2,1,0,0,1,0,1,0,0
1.0,7052,7,17,1364,2,1,0,1,0,0,0,0,0
1.0,29959,7,28,1850,2,1,0,1,0,0,0,1,0
1.0,11308,9,14,2184,2,1,0,0,0,0,0,1,0
1.0,11275,6,90,1991,1,1,0,0,1,1,0,0,0
1.0,4920,8,21,1338,2,1,0,1,0,0,0,0,1
1.0,18000,3,87,894,1,1,0,0,1,0,1,0,0
1.0,13600,5,122,2337,2,0,0,0,1,1,0,0,0
1.0,6000,6,97,1103,1,1,0,1,0,0,0,0,0
1.0,11000,5,56,1154,1,1,0,0,1,0,0,1,0
1.0,14000,7,26,2260,2,1,0,1,0,0,0,0,1
1.0,7837,6,29,1571,2,1,0,0,1,0,0,1,0
1.0,9760,6,58,1611,1,1,0,0,1,0,1,0,0
1.0,3964,6,49,2521,2,1,0,0,1,0,0,0,0
1.0,9600,5,73,893,1,1,0,1,0,1,0,0,0
1.0,10152,5,66,1048,1,1,0,0,1,1,0,0,0
1.0,11700,6,54,1556,1,1,0,0,1,0,0,1,0
1.0,7585,5,74,1456,1,1,0,0,1,0,0,0,0
1.0,7950,6,45,1426,1,1,0,0,1,0,0,1,0
1.0,8556,7,16,1240,2,1,0,1,0,1,0,0,0
1.0,13125,7,82,1740,1,1,0,0,1,1,0,0,0
1.0,10800,5,86,1466,2,1,0,1,0,0,0,0,0
1.0,15870,5,53,1096,1,1,0,0,1,0,0,0,0
1.0,4435,6,18,848,1,1,0,1,0,0,0,0,0
1.0,8775,5,28,990,1,1,0,0,1,1,0,0,0
1.0,11040,6,51,1258,2,1,0,1,0,0,1,0,0
1.0,7500,5,59,1040,1,1,0,0,1,0,0,0,1
1.0,8749,7,20,1459,2,1,0,1,0,1,0,0,0
1.0,8800,6,58,1251,1,1,0,0,1,0,0,0,0
1.0,13031,6,27,1498,2,1,0,0,1,0,0,0,0
1.0,9069,6,30,996,1,1,0,1,0,0,0,0,1
1.0,1974,4,49,1092,1,1,0,0,1,0,0,0,1
1.0,10574,8,17,1953,2,1,0,1,0,0,0,1,0
1.0,2522,7,18,1709,2,1,0,1,0,0,0,0,0
1.0,3316,8,17,1247,1,1,0,1,0,0,0,0,0
1.0,8544,3,72,1040,2,0,0,0,1,0,0,1,0
1.0,2160,7,23,1252,2,1,0,1,0,0,1,0,0
1.0,8400,6,97,1694,2,1,0,0,1,0,1,0,0
1.0,9230,5,57,1200,1,1,0,1,0,0,0,0,0
1.0,5868,5,66,936,1,1,0,0,1,0,0,0,1
1.0,9317,6,16,1314,2,1,0,1,0,1,0,0,0
1.0,6882,6,108,1355,1,1,0,1,0,1,0,0,0
1.0,3696,8,36,1088,1,1,0,1,0,1,0,0,0
1.0,6000,4,86,1324,1,1,0,0,1,0,0,1,0
1.0,11880,7,44,1601,2,1,0,0,1,0,0,1,0
1.0,8400,2,102,438,1,0,1,0,0,0,0,1,0
1.0,9758,5,51,950,1,1,0,0,1,1,0,0,0
1.0,7000,5,62,1134,1,1,0,0,1,1,0,0,0
1.0,8910,6,63,1194,1,1,0,0,1,0,0,0,0
1.0,2016,5,52,1302,2,1,0,0,1,1,0,0,0
1.0,12256,8,28,2622,2,1,0,1,0,0,0,0,1
1.0,10357,7,32,1442,2,1,0,1,0,1,0,0,0
1.0,23257,7,16,2021,2,1,0,1,0,0,0,0,0
1.0,8063,6,22,1690,2,1,0,0,1,1,0,0,0
1.0,11362,8,18,1836,2,1,0,1,0,0,0,1,0
1.0,8000,6,27,1658,2,1,0,0,1,0,1,0,0
1.0,10480,7,46,1964,2,1,0,0,1,0,1,0,0
1.0,7100,5,65,816,1,1,0,0,1,0,0,0,0
1.0,8923,5,69,1008,1,1,0,1,0,1,0,0,0
1.0,5400,5,68,833,1,1,0,1,0,0,0,0,0
1.0,12085,8,15,1734,2,1,0,0,0,1,0,0,0
1.0,7750,8,20,1419,2,1,0,1,0,0,0,1,0
1.0,9764,5,55,894,1,1,0,1,0,0,1,0,0
1.0,13825,5,64,1601,1,1,0,0,1,0,1,0,0
1.0,7560,5,63,1040,1,1,0,0,1,0,0,0,0
1.0,8263,6,102,1012,1,1,0,0,1,1,0,0,0
1.0,10084,7,17,1552,2,1,0,1,0,0,0,0,0
1.0,8926,4,66,960,1,1,0,0,1,0,0,1,0
1.0,9405,5,75,698,1,1,0,0,1,0,0,1,0
1.0,9125,7,30,1482,2,1,0,1,0,1,0,0,0
1.0,10434,4,67,1005,1,1,1,0,0,0,0,1,0
1.0,3684,7,15,1555,2,1,0,1,0,0,0,1,0
1.0,14572,7,18,1530,2,1,0,1,0,1,0,0,0
1.0,11796,7,18,1959,2,1,0,1,0,1,0,0,0
1.0,7200,5,42,936,1,1,0,0,1,1,0,0,0
1.0,7804,4,94,1981,2,1,0,1,0,0,0,1,0
1.0,10712,5,31,974,1,1,0,0,1,1,0,0,0
1.0,9900,6,142,2210,2,1,1,0,0,1,0,0,0
1.0,9828,8,27,2020,2,1,0,1,0,0,0,1,0
1.0,8773,6,25,1600,2,1,0,0,1,1,0,0,0
1.0,6180,6,96,986,1,0,0,0,1,1,0,0,0
1.0,9600,6,72,1252,1,1,0,0,1,0,1,0,0
1.0,6342,5,147,1020,1,0,0,0,1,0,0,0,1
1.0,9819,6,45,1567,2,1,0,1,0,0,0,1,0
1.0,8731,5,102,1167,1,1,0,0,1,1,0,0,0
1.0,7350,5,71,952,1,1,0,0,1,0,1,0,0
1.0,10304,5,46,1868,2,1,0,1,0,0,0,1,0
1.0,9965,8,16,2828,3,1,0,1,0,1,0,0,0
1.0,9000,5,63,1006,1,1,0,0,1,0,1,0,0
1.0,12180,4,81,924,1,0,1,0,0,0,0,0,1
1.0,6240,5,94,1576,1,1,0,0,1,0,0,0,0
1.0,11200,6,37,1298,2,1,0,1,0,0,0,0,0
1.0,12000,7,81,1564,1,1,1,0,0,0,0,1,0
1.0,5700,7,96,1111,1,1,0,0,1,0,1,0,0
1.0,9000,7,102,1482,1,1,0,0,1,0,0,1,0
1.0,8280,6,72,932,1,1,0,1,0,1,0,0,0
1.0,17755,5,63,1466,1,1,1,0,0,0,0,0,0
1.0,14115,6,66,1811,1,1,0,0,0,0,0,0,0
1.0,5890,6,92,816,1,1,0,0,1,0,1,0,0
1.0,13700,7,57,1820,1,1,0,1,0,0,1,0,0
1.0,10768,5,46,1437,2,1,0,1,0,1,0,0,0
1.0,9350,5,57,1265,2,1,0,1,0,0,1,0,0
1.0,5001,7,15,1314,2,1,0,1,0,0,0,1,0
1.0,11932,8,15,1580,2,1,0,1,0,0,1,0,0
1.0,9120,6,48,1876,2,1,0,1,0,0,1,0,0
1.0,2280,6,44,1456,2,1,0,0,1,0,0,0,1
1.0,14778,6,68,1640,1,1,0,1,0,0,1,0,0
1.0,8724,5,54,894,1,1,0,0,1,1,0,0,0
1.0,12900,4,53,1258,0,1,0,0,1,0,1,0,0
1.0,16157,5,44,1432,1,1,0,1,0,1,0,0,0
1.0,9541,7,13,1502,2,1,0,1,0,0,0,1,0
1.0,10475,8,14,1694,2,1,0,1,0,0,0,0,1
1.0,10852,6,22,1671,2,1,0,0,1,0,0,0,0
1.0,13728,6,87,2108,2,1,0,1,0,0,1,0,0
1.0,35760,10,27,3627,3,1,0,1,0,0,0,0,0
1.0,9880,6,45,1118,1,1,0,0,1,0,1,0,0
1.0,9120,6,64,1261,1,1,0,0,1,0,1,0,0
1.0,4017,7,16,1250,2,1,0,1,0,0,1,0,0
1.0,18030,5,76,3086,3,1,0,0,0,1,0,0,0
1.0,16560,6,90,2345,2,1,0,0,1,0,0,0,0
1.0,10678,8,30,2872,2,1,0,1,0,1,0,0,0
1.0,6951,5,38,923,1,1,0,0,1,0,1,0,0
1.0,3950,6,96,1224,1,1,0,0,1,0,0,1,0
1.0,7681,5,101,1343,1,1,0,0,1,0,0,1,0
1.0,8335,5,68,1124,1,1,0,0,1,0,0,0,0
1.0,11170,7,32,2514,2,1,0,0,1,0,0,0,0
1.0,5587,8,14,1652,2,1,0,1,0,0,1,0,0
1.0,15623,10,26,4476,3,1,0,0,0,1,0,0,0
1.0,10800,5,102,1130,1,1,0,0,1,0,0,0,0
1.0,35133,5,59,1572,1,1,0,0,1,1,0,0,0
1.0,9738,5,98,1221,1,1,0,0,1,0,0,0,0
1.0,10615,3,122,1699,2,1,0,0,1,0,0,1,0
1.0,12461,8,28,1624,2,1,0,1,0,0,0,0,0
1.0,8935,7,20,1660,2,1,0,1,0,0,0,1,0
1.0,7500,7,23,1804,2,1,0,1,0,0,0,0,1
1.0,32463,4,61,1622,1,1,0,0,1,1,0,0,0
1.0,2645,8,23,1441,2,1,0,1,0,1,0,0,0
1.0,9600,5,97,1472,1,1,0,1,0,1,0,0,0
1.0,4500,6,23,1224,2,1,0,0,1,0,0,1,0
1.0,9364,6,53,1352,1,1,0,0,1,0,0,0,1
1.0,8029,6,17,1456,2,1,0,1,0,0,1,0,0
1.0,14054,7,16,1863,2,1,0,1,0,0,0,0,0
1.0,8850,7,106,1690,1,1,0,0,1,0,0,0,0
1.0,9100,7,21,1212,2,1,0,1,0,0,0,1,0
1.0,11235,4,59,1382,1,1,0,0,1,0,0,0,0
1.0,9353,4,52,864,1,1,0,0,1,0,0,0,0
1.0,10400,7,24,1779,2,1,0,1,0,0,0,1,0
1.0,6000,5,97,1348,1,1,0,0,1,0,0,1,0
1.0,9750,7,22,1630,2,1,0,1,0,0,0,1,0
1.0,10140,5,47,1074,1,1,0,0,1,0,0,0,0
1.0,14684,7,32,2196,2,1,0,1,0,0,0,1,0
1.0,8900,4,56,1056,1,1,0,0,1,0,0,0,0
1.0,9135,6,19,1700,2,1,0,1,0,0,0,0,0
1.0,7763,5,60,1283,1,1,0,0,1,0,1,0,0
1.0,10182,8,16,1660,2,1,0,1,0,0,0,0,0
1.0,11218,6,30,1845,2,1,0,1,0,0,0,0,1
1.0,12134,8,34,1752,2,1,0,0,1,0,0,0,1
1.0,9340,4,81,672,1,1,0,0,1,0,0,1,0
1.0,10246,4,57,960,0,1,0,0,1,0,0,0,0
1.0,10205,5,60,999,1,1,0,0,1,0,0,0,0
1.0,7094,5,56,894,1,1,0,0,1,1,0,0,0
1.0,8930,6,44,1902,2,1,0,0,1,0,0,0,1
1.0,8640,8,13,1314,2,1,0,1,0,0,0,1,0
1.0,6240,4,75,912,1,0,0,0,1,0,0,0,0
1.0,1680,6,51,1218,1,1,0,0,1,0,0,0,0
1.0,7800,5,58,912,1,1,0,0,1,0,0,0,0
1.0,8250,5,54,1211,1,1,0,0,1,0,1,0,0
1.0,10496,6,73,1846,2,1,0,0,1,1,0,0,0
1.0,10680,5,71,2136,2,0,0,0,1,0,0,0,0
1.0,15384,7,18,1490,2,1,0,1,0,0,1,0,0
1.0,10482,6,64,1138,1,1,0,0,1,1,0,0,0
1.0,14598,6,15,1933,2,1,0,1,0,0,1,0,0
1.0,8872,5,57,912,1,1,0,1,0,0,1,0,0
1.0,8769,9,14,1702,1,1,0,0,0,0,1,0,0
1.0,7910,5,62,1507,2,1,0,0,1,0,1,0,0
1.0,18890,5,45,2620,2,1,0,0,1,1,0,0,0
1.0,7728,5,60,1190,1,1,0,0,1,0,0,0,0
1.0,9842,4,60,1224,2,1,0,0,1,1,0,0,0
1.0,12160,5,63,1188,1,1,0,0,1,0,0,0,1
1.0,8525,5,111,1964,1,0,0,0,1,0,1,0,0
1.0,13132,5,108,1784,1,1,0,0,1,0,0,0,0
1.0,2628,7,19,1626,2,1,0,1,0,0,0,0,1
1.0,12393,7,18,1948,2,1,0,1,0,0,0,0,0
1.0,13072,6,17,1141,1,1,0,0,1,0,0,0,0
1.0,9037,8,16,1484,2,1,0,0,0,1,0,0,0
1.0,8158,7,19,1768,2,1,0,1,0,0,1,0,0
1.0,9849,7,15,1689,2,1,0,1,0,1,0,0,0
1.0,10625,7,48,1173,2,1,0,1,0,0,0,0,1
1.0,13891,10,16,2076,2,1,0,0,0,0,0,0,0
1.0,11435,8,93,1517,1,1,0,1,0,0,0,0,0
1.0,12090,6,38,1868,3,1,0,0,1,1,0,0,0
1.0,8125,7,17,1553,2,1,0,1,0,0,0,0,0
1.0,12328,6,46,1034,1,1,0,0,1,0,0,0,1
1.0,9600,6,105,2058,1,0,0,0,1,0,1,0,0
1.0,7200,5,72,988,1,1,0,0,1,1,0,0,0
1.0,11160,7,54,2110,2,1,0,0,0,0,0,0,1
1.0,3136,7,19,1405,2,1,0,1,0,0,0,0,0
1.0,9858,5,54,874,1,1,0,0,1,0,0,1,0
1.0,17542,7,48,2167,2,1,0,1,0,1,0,0,0
1.0,6931,7,19,1656,2,1,0,1,0,0,1,0,0
1.0,6240,6,91,1367,1,1,0,0,1,1,0,0,0
1.0,14303,8,28,1987,2,1,0,1,0,0,1,0,0
1.0,4060,5,100,864,1,1,0,0,1,0,0,1,0
1.0,9587,7,17,1166,2,1,0,1,0,0,1,0,0
1.0,9750,6,53,1054,1,1,0,0,1,0,1,0,0
1.0,24682,6,23,1675,2,1,0,0,1,0,0,1,0
1.0,9600,5,66,1050,1,1,0,0,1,0,0,1,0
1.0,11250,4,65,1788,1,1,0,0,1,0,0,1,0
1.0,13515,6,103,1824,1,1,0,0,1,1,0,0,0
1.0,4060,6,24,1337,2,1,0,1,0,0,1,0,0
1.0,3735,7,23,1452,2,1,0,1,0,0,0,0,0
1.0,10120,7,112,1889,1,0,0,0,1,1,0,0,0
1.0,13214,9,14,2018,2,1,0,0,0,0,0,0,1
1.0,14100,8,87,3447,3,1,0,1,0,0,1,0,0
1.0,11344,5,64,1524,1,1,0,0,1,1,0,0,0
1.0,23595,7,43,1524,0,1,0,1,0,0,0,0,1
1.0,9156,6,54,1489,2,1,0,1,0,0,0,1,0
1.0,13526,5,57,935,1,1,0,0,1,0,0,0,0
1.0,11512,6,63,1357,1,1,0,0,0,0,1,0,0
1.0,5362,5,112,1250,2,1,0,0,1,1,0,0,0
1.0,11345,5,74,1920,2,1,0,0,1,1,0,0,0
1.0,12936,6,50,1395,1,1,0,0,1,0,0,1,0
1.0,17871,6,55,1724,1,1,0,0,1,0,0,1,0
1.0,9473,8,20,2031,2,1,0,1,0,0,1,0,0
1.0,7500,4,102,1128,1,1,0,0,1,0,0,0,1
1.0,9808,7,20,1573,2,1,0,1,0,0,0,1,0
1.0,8049,7,32,1339,2,1,0,0,1,0,0,0,0
1.0,8800,5,45,1040,2,1,0,1,0,0,0,1,0
1.0,9400,6,51,1824,2,1,0,0,1,0,0,0,1
1.0,9638,6,103,2447,2,1,0,1,0,0,0,0,1
1.0,6000,6,83,1412,1,1,0,0,1,0,0,1,0
1.0,9790,6,59,1328,1,1,0,0,1,0,0,0,1
1.0,36500,5,58,1582,2,1,0,0,1,0,0,0,0
1.0,5664,8,22,1659,2,1,0,0,0,0,0,1,0
1.0,11065,8,16,1970,2,1,0,0,0,0,0,0,0
1.0,14112,5,58,1152,1,1,0,0,1,0,0,0,1
1.0,1680,5,50,1302,2,1,0,0,1,0,0,1,0
1.0,6600,5,130,2372,2,0,0,0,1,0,0,1,0
1.0,10140,7,46,1664,2,1,0,0,1,0,0,0,0
1.0,8172,5,67,864,1,1,0,0,1,0,0,0,0
1.0,8400,5,54,1052,1,1,0,0,1,0,0,0,0
1.0,8700,5,59,1128,2,1,0,0,1,0,1,0,0
1.0,3675,6,17,1072,2,1,0,0,1,0,0,0,0
1.0,63887,10,14,5642,2,1,0,0,0,0,1,0,0
1.0,7500,5,63,1246,1,1,0,1,0,0,0,0,1
1.0,10762,7,23,1983,2,1,0,1,0,0,0,1,0
1.0,7500,6,80,1494,1,1,0,1,0,0,0,1,0
1.0,10120,8,28,2526,2,1,0,1,0,0,0,0,0
1.0,8688,7,17,1616,2,1,0,1,0,0,0,0,0
1.0,3363,7,18,1708,2,1,0,1,0,0,0,0,0
