Id,GarageType,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond
1357,Attchd,1966,1,264,TA,TA
820,Attchd,2010,2,484,TA,TA
949,Attchd,2002,2,474,TA,TA
933,Attchd,2006,3,788,TA,TA
1391,Attchd,2000,2,541,TA,TA
1249,Detached,1950,2,396,Fa,Fa
222,BuiltIn,2002,2,390,TA,TA
772,Detchd,1951,2,396,TA,TA
722,Attchd,2004,2,420,TA,TA
230,Attchd,2005,2,430,TA,TA
89,,,0,472.980137,,
678,Detchd,1924,1,240,Fa,Fa
432,,,0,472.980137,,
863,Attchd,1986,2,480,TA,TA
668,Attchd,1994,2,575,TA,TA
132,BuiltIn,2000,2,390,TA,TA
934,Attchd,2004,2,570,TA,TA
4,Detchd,1998,3,642,TA,TA
942,BuiltIn,1999,2,390,TA,TA
1337,Detchd,1973,2,506,TA,TA
192,Attchd,1972,2,484,TA,TA
1037,Attchd,2008,3,912,TA,TA
947,Attchd,1959,1,796,TA,TA
480,Detchd,1995,2,672,TA,TA
1459,Attchd,1950,1,240,TA,TA
522,Attchd,1957,1,336,TA,TA
1234,Attchd,1959,2,531,TA,TA
1182,Attchd,2008,2,482,TA,TA
15,Attchd,1960,1,352,TA,TA
623,Detchd,1986,2,484,TA,TA
1313,Attchd,1990,2,750,Gd,Gd
229,Detchd,1974,1,336,TA,TA
1439,Attchd,1957,2,923,TA,TA
1242,Attchd,2007,3,954,TA,TA
743,Attchd,2000,2,539,TA,TA
471,Attchd,1985,2,528,TA,TA
150,Detached,1936,1,240,Fa,TA
643,Attchd,1972,2,538,TA,TA
656,Detchd,1971,1,264,TA,TA
398,Attchd,1962,1,264,TA,TA
72,Detchd,1987,2,360,TA,TA
781,Attchd,1995,2,402,TA,TA
713,Attchd,1988,2,472,TA,TA
1374,Attchd,2001,3,804,TA,TA
1055,Attchd,2002,2,586,TA,TA
17,Attchd,1970,2,480,TA,TA
655,Attchd,1995,3,839,TA,TA
1460,Attchd,1965,1,276,TA,TA
1454,,,0,472.980137,,
1279,Attchd,2002,2,577,TA,TA
1344,Detchd,1929,2,342,Fa,Fa
1254,Attchd,1974,2,518,TA,TA
693,Attchd,1989,2,628,TA,TA
763,Attchd,2009,2,614,TA,TA
1218,Attchd,2009,2,552,TA,TA
360,Attchd,1998,2,592,TA,TA
937,Attchd,2003,2,555,TA,TA
1203,Detchd,1960,1,216,TA,TA
860,Attchd,1968,2,619,TA,TA
497,Attchd,1992,2,546,TA,TA
211,,,0,472.980137,,
187,Attchd,1990,2,497,TA,TA
194,Detchd,2004,2,380,TA,TA
1387,Attchd,1978,2,564,TA,TA
261,Attchd,1991,2,884,TA,TA
532,Detchd,1920,2,502,TA,Fa
516,Attchd,2009,3,900,TA,TA
287,Attchd,1962,2,440,TA,TA
903,Attchd,2003,2,393,TA,TA
589,Attchd,1968,1,452,TA,TA
498,Detchd,1925,1,240,TA,TA
25,Attchd,1968,1,270,TA,TA
487,Attchd,1965,2,515,TA,TA
