LotArea,OverallQual,Age,CentralAir,GrLivArea,FullBath,KitchenQual,YrSold,SalePrice
12000,7,81,Y,1564,1,Fa,2009,174500
5700,7,96,Y,1111,1,TA,2008,116900
9000,7,102,Y,1482,1,TA,2009,143000
8280,6,72,Y,932,1,Gd,2007,124000
17755,5,63,Y,1466,1,Fa,2006,149900
14115,6,66,Y,1811,1,Ex,2006,230000
5890,6,92,Y,816,1,TA,2008,120500
13700,7,57,Y,1820,1,Gd,2008,201800
10768,5,46,Y,1437,2,Gd,2007,218000
9350,5,57,Y,1265,2,Gd,2008,179900
5001,7,15,Y,1314,2,Gd,2009,230000
11932,8,15,Y,1580,2,Gd,2008,235128
9120,6,48,Y,1876,2,Gd,2008,185000
2280,6,44,Y,1456,2,TA,2010,146000
14778,6,68,Y,1640,1,Gd,2008,224000
8724,5,54,Y,894,1,TA,2007,129000
12900,4,53,Y,1258,0,TA,2008,108959
16157,5,44,Y,1432,1,Gd,2007,194000
9541,7,13,Y,1502,2,Gd,2009,233170
10475,8,14,Y,1694,2,Gd,2010,245350
10852,6,22,Y,1671,2,TA,2006,173000
13728,6,87,Y,2108,2,Gd,2008,235000
35760,10,27,Y,3627,3,Gd,2006,625000
9880,6,45,Y,1118,1,TA,2008,171000
9120,6,64,Y,1261,1,TA,2008,163000
4017,7,16,Y,1250,2,Gd,2008,171900
18030,5,76,Y,3086,3,Ex,2007,200500
16560,6,90,Y,2345,2,TA,2006,239000
10678,8,30,Y,2872,2,Gd,2007,285000
6951,5,38,Y,923,1,TA,2008,119500
3950,6,96,Y,1224,1,TA,2009,115000
7681,5,101,Y,1343,1,TA,2009,154900
8335,5,68,Y,1124,1,TA,2006,93000
11170,7,32,Y,2514,2,TA,2006,250000
5587,8,14,Y,1652,2,Gd,2008,392500
15623,10,26,Y,4476,3,Ex,2007,745000
10800,5,102,Y,1130,1,TA,2006,120000
35133,5,59,Y,1572,1,TA,2007,186700
9738,5,98,Y,1221,1,TA,2006,104900
10615,3,122,Y,1699,2,TA,2009,95000
12461,8,28,Y,1624,2,Gd,2006,262000
8935,7,20,Y,1660,2,Gd,2009,195000
7500,7,23,Y,1804,2,Gd,2010,189000
32463,4,61,Y,1622,1,TA,2007,168000
2645,8,23,Y,1441,2,Gd,2007,174000
9600,5,97,Y,1472,1,Gd,2007,125000
4500,6,23,Y,1224,2,TA,2009,165000
9364,6,53,Y,1352,1,TA,2010,158000
8029,6,17,Y,1456,2,Gd,2008,176000
14054,7,16,Y,1863,2,Gd,2006,219210
8850,7,106,Y,1690,1,TA,2006,144000
9100,7,21,Y,1212,2,Gd,2009,178000
11235,4,59,Y,1382,1,TA,2006,148000
9353,4,52,Y,864,1,TA,2006,116050
10400,7,24,Y,1779,2,Gd,2009,197900
6000,5,97,Y,1348,1,TA,2009,117000
9750,7,22,Y,1630,2,Gd,2009,213000
10140,5,47,Y,1074,1,TA,2006,153500
14684,7,32,Y,2196,2,Gd,2009,271900
8900,4,56,Y,1056,1,TA,2006,107000
9135,6,19,Y,1700,2,Gd,2006,200000
7763,5,60,Y,1283,1,TA,2008,140000
10182,8,16,Y,1660,2,Gd,2006,290000
11218,6,30,Y,1845,2,Gd,2010,189000
12134,8,34,Y,1752,2,TA,2010,164000
9340,4,81,Y,672,1,TA,2009,113000
10246,4,57,Y,960,0,TA,2006,145000
10205,5,60,Y,999,1,TA,2006,134500
7094,5,56,Y,894,1,TA,2007,125000
8930,6,44,Y,1902,2,TA,2010,112000
8640,8,13,Y,1314,2,Gd,2009,229456
6240,4,75,N,912,1,TA,2006,80500
1680,6,51,Y,1218,1,TA,2006,91500
7800,5,58,Y,912,1,TA,2006,115000
8250,5,54,Y,1211,1,TA,2008,134000
10496,6,73,Y,1846,2,TA,2007,143000
10680,5,71,N,2136,2,TA,2006,137900
15384,7,18,Y,1490,2,Gd,2008,184000
10482,6,64,Y,1138,1,TA,2007,145000
14598,6,15,Y,1933,2,Gd,2008,214000
8872,5,57,Y,912,1,Gd,2008,147000
8769,9,14,Y,1702,1,Ex,2008,367294
7910,5,62,Y,1507,2,TA,2008,127000
18890,5,45,Y,2620,2,TA,2007,190000
7728,5,60,Y,1190,1,TA,2006,132500
9842,4,60,Y,1224,2,TA,2007,101800
12160,5,63,Y,1188,1,TA,2010,142000
8525,5,111,N,1964,1,TA,2008,130000
13132,5,108,Y,1784,1,TA,2006,138887
2628,7,19,Y,1626,2,Gd,2010,175500
12393,7,18,Y,1948,2,Gd,2006,195000
13072,6,17,Y,1141,1,TA,2006,142500
9037,8,16,Y,1484,2,Ex,2007,265900
8158,7,19,Y,1768,2,Gd,2008,224900
9849,7,15,Y,1689,2,Gd,2007,248328
10625,7,48,Y,1173,2,Gd,2010,170000
13891,10,16,Y,2076,2,Ex,2006,465000
11435,8,93,Y,1517,1,Gd,2006,230000
12090,6,38,Y,1868,3,TA,2007,178000
8125,7,17,Y,1553,2,Gd,2006,186500
12328,6,46,Y,1034,1,TA,2010,169900
9600,6,105,N,2058,1,TA,2008,129500
7200,5,72,Y,988,1,TA,2007,119000
11160,7,54,Y,2110,2,Ex,2010,244000
3136,7,19,Y,1405,2,Gd,2006,171750
9858,5,54,Y,874,1,TA,2009,130000
17542,7,48,Y,2167,2,Gd,2007,294000
6931,7,19,Y,1656,2,Gd,2008,165400
6240,6,91,Y,1367,1,TA,2007,127500
14303,8,28,Y,1987,2,Gd,2008,301500
4060,5,100,Y,864,1,TA,2009,99900
9587,7,17,Y,1166,2,Gd,2008,190000
9750,6,53,Y,1054,1,TA,2008,151000
24682,6,23,Y,1675,2,TA,2009,181000
9600,5,66,Y,1050,1,TA,2009,128900
11250,4,65,Y,1788,1,TA,2009,161500
13515,6,103,Y,1824,1,TA,2007,180500
4060,6,24,Y,1337,2,Gd,2008,181000
3735,7,23,Y,1452,2,Gd,2006,183900
10120,7,112,N,1889,1,TA,2007,122000
13214,9,14,Y,2018,2,Ex,2010,378500
14100,8,87,Y,3447,3,Gd,2008,381000
11344,5,64,Y,1524,1,TA,2007,144000
23595,7,43,Y,1524,0,Gd,2010,260000
9156,6,54,Y,1489,2,Gd,2009,185750
13526,5,57,Y,935,1,TA,2006,137000
11512,6,63,Y,1357,1,Ex,2008,177000
5362,5,112,Y,1250,2,TA,2007,139000
11345,5,74,Y,1920,2,TA,2007,137000
12936,6,50,Y,1395,1,TA,2009,162000
17871,6,55,Y,1724,1,TA,2009,197900
9473,8,20,Y,2031,2,Gd,2008,237000
7500,4,102,Y,1128,1,TA,2010,68400
9808,7,20,Y,1573,2,Gd,2009,227000
8049,7,32,Y,1339,2,TA,2006,180000
8800,5,45,Y,1040,2,Gd,2009,150500
9400,6,51,Y,1824,2,TA,2010,139000
9638,6,103,Y,2447,2,Gd,2010,169000
6000,6,83,Y,1412,1,TA,2009,132500
9790,6,59,Y,1328,1,TA,2010,143000
36500,5,58,Y,1582,2,TA,2006,190000
5664,8,22,Y,1659,2,Ex,2009,278000
11065,8,16,Y,1970,2,Ex,2006,281000
14112,5,58,Y,1152,1,TA,2010,180500
1680,5,50,Y,1302,2,TA,2009,119500
6600,5,130,N,2372,2,TA,2009,107500
10140,7,46,Y,1664,2,TA,2006,162900
8172,5,67,Y,864,1,TA,2006,115000
8400,5,54,Y,1052,1,TA,2006,138500
8700,5,59,Y,1128,2,TA,2008,155000
3675,6,17,Y,1072,2,TA,2006,140000
63887,10,14,Y,5642,2,Ex,2008,160000
7500,5,63,Y,1246,1,Gd,2010,154000
10762,7,23,Y,1983,2,Gd,2009,225000
7500,6,80,Y,1494,1,Gd,2009,177500
10120,8,28,Y,2526,2,Gd,2006,290000
8688,7,17,Y,1616,2,Gd,2006,232000
3363,7,18,Y,1708,2,Gd,2006,130000
13173,9,16,Y,1652,2,Ex,2009,325000
6955,7,17,Y,1368,2,Gd,2006,202500
8072,5,28,Y,990,1,TA,2009,138000
12000,5,74,Y,1122,1,Gd,2008,147000
7153,6,31,Y,1294,2,Gd,2008,179200
17500,7,63,Y,1902,2,Ex,2010,335000
8814,7,17,Y,1274,2,Gd,2007,203000
9572,8,32,Y,2810,2,Gd,2007,302000
14774,9,23,Y,2599,2,Gd,2010,333168
8190,4,68,Y,948,1,TA,2007,119000
11075,6,53,Y,2112,2,TA,2008,206900
10226,8,14,Y,1630,2,Ex,2009,295493
4230,7,16,Y,1352,2,Gd,2007,208900
14781,8,21,Y,1787,2,Gd,2006,275000
10215,4,68,Y,948,1,TA,2007,111000
8400,6,65,Y,1478,1,TA,2009,156500
6627,3,73,N,720,1,TA,2008,72500
10186,7,30,Y,1923,2,Gd,2010,190000
5330,4,82,Y,708,1,Fa,2009,82500
9986,8,16,Y,1795,2,Gd,2007,147000
3636,4,100,N,796,1,TA,2008,55000
4270,3,91,Y,774,1,Gd,2007,79000
6600,5,40,Y,816,1,Gd,2008,130500
10440,6,102,Y,2792,2,TA,2008,256000
9084,7,24,Y,1632,2,TA,2006,176500
10000,8,16,Y,1588,2,Gd,2007,227000
10780,5,46,Y,954,1,TA,2006,132500
8877,4,84,Y,816,1,TA,2009,100000
7200,5,84,Y,1360,1,Gd,2006,125500
2368,5,52,Y,1365,1,TA,2009,125000
9650,6,45,Y,1334,2,TA,2009,167900
9246,5,49,Y,1656,2,TA,2008,135000
4118,4,81,N,693,1,Fa,2006,52500
13450,7,20,Y,1861,2,Gd,2006,200000
9560,5,50,Y,864,1,TA,2006,128500
8294,4,51,Y,872,1,TA,2007,123000
13695,6,19,Y,1114,1,Gd,2008,155000
9375,8,20,Y,2169,2,Gd,2007,228500
7558,6,94,Y,1913,1,TA,2009,177000
11103,7,16,Y,1456,2,Gd,2007,155835
6000,4,102,Y,960,1,Fa,2007,108500
20781,7,54,Y,2156,2,TA,2006,262500
15306,8,16,Y,1776,2,Gd,2007,283463
16196,7,24,Y,1494,2,Gd,2007,215000
5250,8,150,N,2358,2,TA,2008,122000
11643,5,53,Y,2634,2,TA,2009,200000
9247,6,60,Y,1716,1,TA,2008,171000
6000,6,85,Y,1176,1,TA,2009,134900
14720,8,27,Y,3238,2,Gd,2010,410000
10316,7,22,Y,1865,2,Gd,2008,235000
10192,7,54,Y,1920,3,Gd,2006,170000
9477,5,56,Y,892,1,TA,2008,110000
12537,5,51,Y,1078,1,TA,2010,149900
2117,6,22,Y,1573,2,Gd,2010,177500
16737,9,18,Y,1980,2,Ex,2006,315000
9842,5,101,Y,2601,3,TA,2008,189000
16158,7,17,Y,1530,2,Gd,2009,260000
12513,4,102,Y,1738,2,TA,2009,104900
8499,6,16,Y,1412,2,Gd,2007,156932
3180,7,17,Y,1200,2,Gd,2006,144152
7500,7,22,Y,1674,2,Gd,2010,216000
9179,7,23,Y,1790,2,Gd,2008,193000
2665,5,45,Y,1475,2,TA,2006,127000
4435,6,19,Y,848,1,Gd,2009,144000
10635,8,19,Y,1668,2,Gd,2010,232000
5400,4,102,Y,1374,1,TA,2009,105000
9600,6,67,Y,1661,1,Gd,2008,165500
9750,7,24,Y,2097,2,Gd,2006,274300
11400,10,21,Y,2633,2,Ex,2007,466500
10625,7,17,Y,1958,2,Gd,2008,250000
10991,8,15,Y,1571,2,Gd,2007,239000
6292,6,92,N,790,1,TA,2008,91000
10998,5,81,Y,1604,2,TA,2009,117000
1953,6,49,Y,987,1,TA,2006,83000
9735,5,16,Y,1394,2,Gd,2008,167500
8212,3,108,N,864,1,TA,2010,58500
12925,6,52,Y,2117,2,TA,2008,237500
7200,7,102,Y,1762,1,Gd,2006,157000
25339,5,104,Y,1416,2,Gd,2007,112000
9060,6,83,Y,1258,1,TA,2009,105000
5436,4,100,Y,1154,1,Gd,2010,125500
16692,7,44,Y,2784,3,Gd,2006,250000
8520,6,106,N,2526,2,Gd,2007,136000
14892,9,16,Y,1746,2,Ex,2009,377500
6000,6,81,Y,1218,1,TA,2007,131000
9100,7,22,Y,1525,2,Gd,2006,235000
8944,5,55,Y,1584,2,TA,2009,124000
7838,5,55,Y,900,1,TA,2006,123000
10800,6,117,N,1912,2,TA,2008,163000
4045,7,16,Y,1500,2,Gd,2006,246578
12665,8,17,Y,2482,2,Gd,2007,281213
57200,5,74,Y,1687,1,TA,2010,160000
6120,5,102,Y,1513,1,TA,2007,137500
7200,5,72,Y,1904,1,TA,2009,138000
6171,6,97,Y,1608,2,Gd,2009,137450
6000,6,93,Y,1158,1,TA,2008,120000
7415,6,18,Y,1593,2,TA,2008,193000
6762,7,16,Y,1294,2,Gd,2006,193879
15256,8,15,Y,1464,2,Gd,2007,282922
10410,3,107,Y,1214,1,TA,2006,105000
3842,8,18,Y,1646,2,Gd,2008,275000
8445,5,50,Y,768,1,TA,2009,133000
8780,5,37,Y,833,1,TA,2009,112000
7740,4,112,Y,1363,1,TA,2010,125500
20544,7,36,Y,2093,2,TA,2008,215000
12420,7,21,Y,1840,2,Gd,2009,230000
9600,6,72,Y,1668,1,TA,2009,140000
7200,4,73,N,1040,2,TA,2009,90000
10994,8,17,Y,1844,2,Gd,2009,257000
13053,6,99,Y,1848,1,Gd,2008,207000
3635,7,15,Y,1569,2,Gd,2009,175900
11340,4,137,Y,2290,2,TA,2010,122500
16545,8,24,Y,2450,2,Gd,2009,340000
9204,5,59,Y,1144,1,TA,2008,124000
16381,6,53,Y,1844,2,Gd,2006,223000
11700,6,54,Y,1416,2,TA,2006,179900
4043,6,45,Y,1069,2,TA,2010,127500
4435,6,19,Y,848,1,Gd,2008,136500
19690,6,56,Y,2201,2,Gd,2006,274970
9503,5,64,Y,1344,1,TA,2007,144000
10721,6,63,Y,1252,1,Gd,2008,142000
10944,7,28,Y,2127,2,Gd,2008,271000
10930,5,77,Y,1558,1,TA,2008,140000
7200,5,82,Y,804,1,Gd,2010,119000
12546,6,41,Y,1440,2,Gd,2007,182900
21930,5,17,Y,1838,2,TA,2006,192140
4928,6,46,Y,958,2,TA,2009,143750
10800,4,95,Y,968,2,TA,2007,64500
10261,6,22,Y,1792,2,TA,2008,186500
17400,5,45,Y,1126,2,TA,2006,160000
8400,6,60,Y,1537,1,Gd,2008,174000
9000,4,51,Y,864,1,TA,2007,120500
12444,8,14,Y,1932,2,Ex,2008,394617
7407,6,65,Y,1236,1,TA,2010,149700
11584,7,43,Y,1725,2,TA,2007,197000
11526,6,100,Y,2555,2,TA,2008,191000
4426,6,18,Y,848,1,Gd,2008,149300
11003,10,14,Y,2007,2,Ex,2009,310000
8854,6,106,N,952,1,Fa,2009,121000
8500,7,18,Y,1422,2,Gd,2007,179600
8400,6,56,Y,913,1,TA,2007,129000
26142,5,60,Y,1188,1,TA,2010,157900
10000,8,27,Y,2090,2,Gd,2007,240000
11767,4,112,N,1346,1,TA,2007,112000
1533,5,52,Y,630,1,Ex,2006,92000
9000,5,48,Y,1792,2,TA,2009,136000
9262,8,14,Y,1578,2,Ex,2009,287090
3675,5,17,Y,1072,1,TA,2006,145000
17217,5,16,Y,1140,1,TA,2006,84500
7500,7,18,Y,1221,2,Gd,2009,185000
7917,6,23,Y,1647,2,TA,2007,175000
13175,6,44,Y,2073,2,TA,2010,210000
9042,7,81,Y,2340,2,Gd,2010,266500
9717,5,72,Y,1078,1,Gd,2010,142125
9937,5,57,Y,1256,1,TA,2008,147500
