Id,LotArea,Street,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC
335,9042,Pave,6,5,1998,1998,Gable,943,GasA,Gd,Y,943,695,1638,1,0,2,1,3,1,TA,7,2,TA,Y,100,38,0,0,0,0,
336,164660,Grvl,5,6,1965,1965,Gable,1499,GasA,Ex,Y,1619,167,1786,2,0,2,0,3,1,TA,7,2,Gd,Y,670,0,0,0,0,0,
337,14157,Pave,9,5,2005,2006,Hip,1922,GasA,Ex,Y,1922,0,1922,1,0,2,0,3,1,Gd,8,1,Gd,Y,178,51,0,0,0,0,
338,9135,Pave,7,5,2002,2003,Gable,1536,GasA,Ex,Y,1536,0,1536,1,0,2,0,3,1,Gd,7,0,,Y,192,74,0,0,0,0,
339,14145,Pave,7,7,1984,1998,Gable,1208,GasA,Ex,Y,1621,0,1621,1,0,2,0,3,1,Gd,8,0,,Y,108,45,0,0,0,0,
340,12400,Pave,6,7,1958,1998,Hip,1215,GasA,TA,Y,1215,0,1215,0,0,1,0,3,1,TA,6,0,,Y,0,0,0,0,234,0,
341,14191,Pave,8,5,2002,2002,Gable,967,GasA,Ex,Y,993,915,1908,0,0,2,1,4,1,Gd,9,0,,Y,135,0,0,0,0,0,
342,8400,Pave,4,4,1950,1950,Gable,721,GasA,Gd,Y,841,0,841,0,0,1,0,2,1,TA,4,0,,N,250,0,24,0,0,0,
343,8544,Pave,3,4,1949,1950,Gable,0,Wall,Fa,N,1040,0,1040,0,0,2,0,2,2,TA,6,0,,Y,0,0,0,0,0,0,
344,8849,Pave,9,5,2005,2005,Hip,1684,GasA,Ex,Y,1684,0,1684,0,0,2,0,2,1,Ex,6,1,Ex,Y,495,72,0,0,0,0,
345,2592,Pave,5,3,1976,1976,Gable,536,GasA,TA,Y,536,576,1112,0,0,1,1,3,1,TA,4,0,,Y,182,0,0,0,0,0,
346,6435,Pave,6,5,1939,1950,Gable,972,GasA,Gd,Y,972,605,1577,0,0,1,0,3,1,Fa,6,1,Gd,Y,0,0,0,0,0,0,
347,12772,Pave,6,8,1960,1998,Hip,958,GasA,TA,Y,958,0,958,0,0,1,0,2,1,TA,5,0,,Y,0,0,0,0,0,0,
348,17600,Pave,6,5,1960,1960,Gable,1478,GasA,Ex,Y,1478,0,1478,1,0,2,0,3,1,TA,6,2,Gd,Y,0,40,0,0,0,0,
349,2448,Pave,7,5,2003,2004,Gable,764,GasA,Ex,Y,764,862,1626,1,0,2,1,2,1,Gd,6,0,,Y,0,27,0,0,0,0,
350,20431,Pave,9,5,2005,2006,Hip,1848,GasA,Ex,Y,1848,880,2728,1,0,2,1,4,1,Ex,10,2,Ex,Y,0,0,0,0,0,0,
351,7820,Pave,9,5,2007,2007,Hip,1869,GasA,Ex,Y,1869,0,1869,0,0,2,0,2,1,Ex,6,1,Gd,Y,210,54,0,0,0,0,
352,5271,Pave,7,5,1986,1986,Gable,1453,GasA,Gd,Y,1453,0,1453,1,0,1,1,2,1,Gd,6,1,TA,Y,0,80,0,0,184,0,
353,9084,Pave,5,6,1941,1950,Gable,616,GasA,TA,N,616,495,1111,0,1,1,0,3,1,TA,5,0,,Y,48,0,0,0,0,0,
354,8520,Pave,6,8,1928,2003,Gable,624,GasA,Gd,Y,720,0,720,0,0,1,0,2,1,TA,5,0,,Y,106,0,0,0,0,0,
355,8400,Pave,6,5,1940,2000,Gable,940,GasA,Ex,Y,1192,403,1595,0,0,1,0,2,1,TA,6,2,Gd,Y,0,0,108,0,0,0,
356,11249,Pave,6,5,1995,1995,Gable,1200,GasA,Ex,Y,1200,0,1200,1,0,2,0,3,1,Gd,6,0,,Y,0,26,0,0,0,0,
357,9248,Pave,6,6,1992,1992,Gable,1158,GasA,Gd,Y,1167,0,1167,1,0,2,0,3,1,Gd,6,0,,Y,120,26,0,0,0,0,
358,4224,Pave,5,5,1976,1976,Gable,1142,GasA,TA,Y,1142,0,1142,1,0,1,1,3,1,TA,6,1,Po,Y,536,90,0,0,0,0,
359,6930,Pave,5,4,1958,1958,Hip,1062,GasA,Ex,Y,1352,0,1352,0,1,1,0,3,1,Gd,6,0,,Y,168,0,294,0,0,0,
360,12011,Pave,8,5,1998,1998,Gable,1086,GasA,Ex,Y,1086,838,1924,1,0,2,1,3,1,Gd,7,1,TA,Y,208,75,0,0,374,0,
361,7540,Pave,6,6,1978,1978,Gable,888,GasA,Ex,Y,912,0,912,1,0,1,0,2,1,TA,5,1,TA,Y,0,0,0,0,192,0,
362,9144,Pave,5,5,1940,1982,Gable,883,GasA,Gd,Y,988,517,1505,1,0,1,0,3,1,TA,8,0,,N,0,0,0,0,0,0,
363,7301,Pave,7,5,2003,2003,Gable,0,GasA,Ex,Y,495,1427,1922,0,0,3,0,4,1,Gd,7,1,Ex,Y,0,0,177,0,0,0,
364,1680,Pave,6,8,1972,2007,Gable,483,GasA,Gd,Y,483,504,987,0,0,1,1,2,1,Gd,5,0,,Y,250,0,0,0,0,0,
365,18800,Pave,6,5,1976,1976,Gable,796,GasA,TA,Y,790,784,1574,1,0,2,1,3,1,TA,6,1,TA,Y,306,111,0,0,0,0,
366,10690,Pave,5,7,1920,1997,Hip,672,GasA,Gd,Y,672,672,1344,0,0,1,0,3,1,TA,6,0,,Y,0,128,218,0,0,0,
367,9500,Pave,6,5,1963,1963,Gable,1394,GasA,Gd,Y,1394,0,1394,1,0,1,1,3,1,TA,6,2,Gd,Y,0,76,0,0,185,0,
368,9150,Pave,6,5,1962,1962,Gable,1099,GasA,Gd,Y,1431,0,1431,0,1,1,0,3,1,TA,6,1,Gd,Y,64,110,0,0,0,0,
369,7800,Pave,5,6,1954,1954,Gable,1268,GasA,Gd,Y,1268,0,1268,0,0,1,0,2,1,TA,7,1,Gd,Y,0,98,0,0,0,0,
370,9830,Pave,5,7,1959,2006,Gable,1063,GasA,Ex,Y,1287,0,1287,1,0,1,0,3,1,Gd,7,1,Gd,Y,364,17,0,0,182,0,
371,8121,Pave,6,5,2000,2000,Gable,953,GasA,Ex,Y,953,711,1664,0,0,2,1,3,1,TA,7,1,TA,Y,100,40,0,0,0,0,
372,17120,Pave,4,4,1959,1959,Gable,0,GasA,TA,Y,1120,468,1588,0,0,2,0,4,1,TA,7,1,Gd,N,0,59,0,0,0,0,
373,7175,Pave,6,5,1984,1984,Gable,744,GasA,TA,Y,752,0,752,1,0,1,0,2,1,TA,4,0,,Y,353,0,0,0,90,0,
374,10634,Pave,5,6,1953,1953,Gable,608,GasA,TA,Y,1319,0,1319,1,0,1,0,3,1,TA,5,0,,Y,66,0,0,0,0,0,
375,8200,Pave,7,5,2003,2004,Gable,847,GasA,Ex,Y,847,1081,1928,0,0,2,1,4,1,Gd,8,1,Gd,Y,100,48,0,0,0,0,
376,10020,Pave,1,1,1922,1950,Gable,683,GasA,Gd,N,904,0,904,1,0,0,1,1,1,Fa,4,0,,Y,0,0,0,0,0,0,
377,8846,Pave,5,5,1996,1996,Gable,870,GasA,Ex,Y,914,0,914,0,0,1,0,2,1,TA,5,0,,Y,0,0,0,0,0,0,
378,11143,Pave,8,5,2004,2005,Gable,1580,GasA,Ex,Y,1580,886,2466,0,0,3,0,4,1,Gd,8,1,Gd,Y,159,214,0,0,0,0,
379,11394,Pave,9,2,2010,2010,Hip,1856,GasA,Ex,Y,1856,0,1856,1,0,1,1,1,1,Ex,8,1,Ex,Y,113,0,0,0,0,0,
380,8123,Pave,6,5,2000,2000,Gable,982,GasA,Ex,Y,1007,793,1800,0,0,2,1,3,1,TA,7,1,TA,Y,100,63,0,0,0,0,
381,5000,Pave,5,6,1924,1950,Gable,1026,GasA,TA,Y,1026,665,1691,0,0,2,0,3,1,Gd,6,1,Gd,Y,0,0,242,0,0,0,
382,7200,Pave,7,5,2006,2006,Gable,1293,GasA,Ex,Y,1301,0,1301,1,0,2,0,2,1,Gd,5,1,Gd,Y,216,121,0,0,0,0,
383,9245,Pave,7,5,2006,2006,Gable,939,GasA,Ex,Y,939,858,1797,0,0,2,1,3,1,Gd,8,0,,Y,144,53,0,0,0,0,
384,9000,Pave,6,3,1928,1950,Gable,784,GasA,TA,N,784,0,784,0,0,1,0,2,1,TA,5,0,,N,0,0,91,0,0,0,
385,53107,Pave,6,5,1992,1992,Gable,1580,GasA,Ex,Y,1079,874,1953,1,0,2,1,3,1,Gd,9,2,Fa,Y,216,231,0,0,0,0,
386,3182,Pave,8,5,2004,2005,Gable,1256,GasA,Ex,Y,1269,0,1269,0,0,2,0,2,1,Gd,6,1,TA,Y,146,20,0,0,144,0,
387,8410,Pave,5,3,1910,1996,Gambrel,658,GasA,TA,Y,658,526,1184,0,0,1,0,5,1,TA,8,0,,N,0,151,0,0,0,0,
388,7200,Pave,6,6,1976,1976,Hip,1041,GasA,Ex,Y,1125,0,1125,1,0,1,0,3,1,TA,6,1,Fa,Y,296,0,0,0,0,0,
389,9382,Pave,7,5,1999,2000,Gable,1468,GasA,Ex,Y,1479,0,1479,0,0,2,0,3,1,Gd,6,0,,Y,120,25,0,0,0,0,
390,12474,Pave,10,5,2007,2008,Gable,1682,GasA,Ex,Y,1742,590,2332,1,0,2,1,3,1,Ex,9,1,Ex,Y,196,134,0,0,0,0,
391,8405,Pave,5,8,1900,1950,Gable,861,GasA,Ex,Y,961,406,1367,1,0,1,0,4,1,TA,7,0,,Y,0,130,112,0,0,0,
392,12209,Pave,6,5,2001,2002,Gable,804,GasA,Ex,Y,804,1157,1961,1,0,2,1,3,1,Gd,7,1,TA,Y,125,192,0,0,0,0,
393,8339,Pave,5,7,1959,1959,Gable,0,GasA,TA,Y,882,0,882,0,0,1,0,3,1,TA,5,0,,Y,0,0,0,0,0,0,
394,7446,Pave,4,5,1941,1950,Gable,788,GasA,TA,Y,788,0,788,0,0,1,0,2,1,TA,4,2,TA,Y,0,0,0,0,0,0,
395,10134,Pave,5,6,1940,1950,Gable,735,GasA,Gd,Y,735,299,1034,0,0,1,0,2,1,TA,5,0,,Y,0,39,0,0,0,0,
396,9571,Pave,5,6,1956,1956,Gable,1144,GasA,TA,Y,1144,0,1144,1,0,1,0,3,1,TA,6,0,,Y,44,0,0,0,0,0,
397,7200,Pave,5,5,1972,1972,Hip,894,GasA,TA,Y,894,0,894,0,0,1,0,2,1,TA,6,0,,Y,215,0,0,0,0,0,
398,7590,Pave,5,5,1962,1962,Gable,864,GasA,TA,Y,876,936,1812,0,0,2,0,4,1,TA,8,1,TA,Y,0,168,0,0,0,0,
399,8967,Pave,5,2,1920,1950,Gable,961,GasA,Gd,Y,1077,0,1077,0,0,1,0,2,1,TA,6,0,,N,0,0,0,0,0,0,
400,8125,Pave,7,5,2006,2007,Gable,1092,GasA,Ex,Y,1112,438,1550,1,0,2,0,2,1,Gd,7,0,,Y,0,168,0,0,0,0,
401,14963,Pave,8,5,1996,1996,Gable,1260,GasA,Ex,Y,1288,0,1288,1,0,1,1,1,1,Ex,4,2,Gd,Y,120,30,0,0,224,0,
402,8767,Pave,7,5,2005,2005,Gable,1310,GasA,Ex,Y,1310,0,1310,0,0,2,0,3,1,Gd,6,1,Gd,Y,0,0,0,0,0,0,
403,10200,Pave,5,8,1940,1997,Gable,672,GasA,Ex,Y,672,0,672,0,0,1,0,2,1,TA,4,0,,N,168,0,0,0,0,0,
404,12090,Pave,8,5,1998,1998,Hip,1141,GasA,Gd,Y,1165,1098,2263,0,0,2,1,4,1,Gd,10,1,TA,Y,144,123,0,0,0,0,
405,10364,Pave,6,5,1995,1996,Gable,806,GasA,Gd,Y,806,766,1572,0,0,2,1,3,1,TA,7,1,TA,Y,0,40,0,0,0,0,
406,9991,Pave,4,4,1976,1993,Gable,1281,GasA,Ex,Y,1620,0,1620,1,0,2,0,3,1,TA,8,1,TA,Y,120,78,0,0,0,0,
407,10480,Pave,6,5,1936,1950,Gable,1064,GasA,Ex,Y,1166,0,1639,0,0,1,0,3,1,TA,6,0,,Y,0,0,0,0,0,0,
408,15576,Pave,6,7,1915,1976,Gable,840,GasA,Ex,Y,840,840,1680,0,0,2,0,4,1,TA,8,0,,Y,0,0,160,0,0,0,
409,14154,Pave,7,5,2006,2006,Gable,1063,GasA,Ex,Y,1071,1101,2172,0,0,2,1,3,1,Gd,9,1,Gd,Y,192,62,0,0,0,0,
410,10800,Pave,8,5,2007,2008,Gable,1034,GasA,Ex,Y,1050,1028,2078,1,0,2,1,3,1,Ex,8,1,Gd,Y,0,102,0,0,0,0,
411,9571,Pave,5,3,1958,1958,Gable,1276,GasA,TA,Y,1276,0,1276,0,0,1,0,3,1,TA,5,0,,Y,0,0,0,0,0,0,
412,34650,Pave,5,5,1955,1955,Hip,1056,GasA,TA,N,1056,0,1056,1,0,1,0,3,1,TA,5,0,,Y,264,0,0,0,0,0,
413,4403,Pave,7,5,2009,2009,Gable,1470,GasA,Ex,Y,1478,0,1478,1,0,2,1,2,1,Gd,7,1,Gd,Y,0,144,0,0,0,0,
414,8960,Pave,5,6,1927,1950,Gable,1008,GasA,Gd,Y,1028,0,1028,0,0,1,0,2,1,TA,5,1,Gd,Y,0,0,130,0,0,0,
415,11228,Pave,7,5,1993,1993,Gable,1080,GasA,Ex,Y,1080,1017,2097,0,1,2,1,3,1,Gd,9,1,TA,Y,196,187,0,0,0,0,
416,8899,Pave,7,5,2007,2007,Gable,1340,GasA,Ex,Y,1340,0,1340,0,0,2,0,3,1,Gd,6,0,,Y,100,30,0,0,0,0,
417,7844,Pave,6,7,1978,1978,Hip,672,GasA,TA,Y,672,728,1400,0,0,1,1,3,1,TA,6,1,TA,Y,0,0,0,0,0,0,
418,22420,Pave,6,6,1918,1950,Hip,1370,GasW,TA,N,1370,1254,2624,1,0,2,1,4,1,TA,10,1,Gd,N,0,0,0,0,0,0,
419,8160,Pave,5,6,1940,1950,Gable,756,GasA,Fa,N,756,378,1134,1,0,1,1,3,1,TA,7,0,,P,0,0,0,0,0,0,
420,8450,Pave,5,6,1968,1968,Gable,1056,GasA,Ex,Y,1056,0,1056,1,0,1,0,3,1,TA,6,1,Fa,Y,0,85,184,0,0,0,
421,7060,Pave,7,5,1997,1998,Gable,1344,GasA,Ex,Y,1344,0,1344,2,0,2,0,2,2,TA,8,0,,Y,0,0,0,0,0,0,
422,16635,Pave,6,7,1977,2000,Gable,1602,GasA,Gd,Y,1602,0,1602,0,1,2,0,3,1,Gd,8,1,TA,Y,240,0,0,0,0,0,
423,21750,Pave,5,5,1954,1954,Hip,988,GasA,Ex,Y,988,0,988,0,0,1,0,2,1,TA,4,0,,N,0,0,0,0,0,0,
424,9200,Pave,8,5,1998,1998,Gable,1470,GasA,Gd,Y,1470,1160,2630,1,0,2,1,4,1,Gd,8,1,TA,Y,0,66,0,0,0,0,
425,9000,Pave,6,5,1956,1956,Gable,1196,GasA,Gd,Y,1196,0,1196,1,0,1,0,2,1,TA,6,1,Gd,Y,0,44,0,0,0,0,
426,3378,Pave,7,8,1946,1992,Gable,651,GasA,Gd,Y,707,682,1389,0,0,1,1,3,1,TA,6,2,Gd,P,0,0,126,0,0,0,
427,12800,Pave,7,5,1989,1989,Gable,1518,GasA,Gd,Y,1644,0,1644,1,1,2,0,2,1,Gd,5,1,TA,Y,80,0,0,0,396,0,
428,8593,Pave,4,6,1957,1957,Hip,907,GasA,Ex,Y,907,0,907,0,0,1,0,3,1,TA,5,0,,Y,0,0,0,0,0,0,
429,6762,Pave,7,5,2007,2007,Gable,1208,GasA,Ex,Y,1208,0,1208,1,0,2,0,2,1,Gd,6,0,,Y,105,54,0,0,0,0,
430,11457,Pave,6,5,1988,1988,Gable,1392,GasA,TA,Y,1412,0,1412,1,0,2,0,3,1,Gd,6,1,TA,Y,0,0,169,0,0,0,
431,1680,Pave,6,5,1971,1971,Gable,483,GasA,TA,Y,483,504,987,0,0,1,1,2,1,TA,4,0,,Y,0,0,0,0,0,0,
432,5586,Pave,6,7,1920,1998,Gable,901,GasA,Gd,Y,1088,110,1198,0,0,1,0,4,1,TA,7,0,,N,0,98,0,0,0,0,
433,1920,Pave,5,5,1971,1971,Gable,765,GasA,Ex,Y,765,600,1365,1,0,1,1,2,1,TA,6,0,,Y,240,36,0,0,0,0,
434,10839,Pave,6,5,1997,1998,Gable,926,GasA,Ex,Y,926,678,1604,0,0,2,1,3,1,TA,7,1,TA,Y,0,36,0,0,0,0,
435,1890,Pave,4,7,1972,1972,Gable,630,GasA,Gd,Y,630,0,630,1,0,1,0,1,1,TA,3,0,,Y,88,0,0,0,0,0,
436,10667,Pave,7,6,1996,1996,Gable,799,GasA,Ex,Y,827,834,1661,1,0,2,1,3,1,Gd,6,1,TA,Y,158,61,0,0,0,0,
437,4400,Pave,6,8,1920,1950,Gable,648,GasA,TA,Y,734,384,1118,0,0,1,0,2,1,TA,6,0,,Y,0,0,0,0,0,0,
438,6000,Pave,6,7,1926,2004,Gable,884,GasA,Gd,Y,904,0,904,0,0,1,0,2,1,TA,4,0,,Y,0,0,105,0,0,0,
439,4280,Pave,5,6,1913,2002,Gable,440,GasA,TA,N,694,0,694,0,0,1,0,2,1,Gd,4,1,Gd,P,0,0,34,0,0,0,
440,12354,Pave,6,8,1920,2000,Gable,684,GasA,Gd,Y,684,512,1196,0,0,1,0,3,1,Gd,7,0,,Y,0,46,0,0,0,0,
441,15431,Pave,10,5,2008,2008,Hip,3094,GasA,Ex,Y,2402,0,2402,1,0,2,0,2,1,Ex,10,2,Gd,Y,0,72,0,0,170,0,
442,12108,Pave,4,4,1955,1955,Gable,1440,GasA,TA,N,1440,0,1440,0,0,2,0,4,2,Fa,8,0,,Y,0,0,0,0,0,0,
443,6240,Pave,5,7,1930,1992,Gable,1078,GasA,TA,Y,1128,445,1573,0,0,2,0,3,1,TA,8,1,Gd,P,0,0,0,0,0,0,
444,3922,Pave,7,5,2006,2007,Gable,1258,GasA,Ex,Y,1258,0,1258,0,0,2,0,2,1,Gd,6,1,Gd,Y,144,16,0,0,0,0,
445,8750,Pave,7,5,1994,1995,Gable,915,GasA,Ex,Y,933,975,1908,1,0,2,1,4,1,Gd,8,1,TA,Y,144,133,0,0,0,0,
446,9855,Pave,6,5,1956,1956,Hip,1436,GasA,Fa,Y,1689,0,1689,0,0,1,0,3,1,TA,7,1,Gd,Y,0,0,0,0,0,0,
447,16492,Pave,6,6,1966,2002,Gable,1517,GasA,Ex,Y,1888,0,1888,0,0,2,1,2,1,Gd,6,1,Gd,Y,0,0,0,0,0,0,
448,11214,Pave,7,5,1998,1999,Gable,930,GasA,Gd,Y,956,930,1886,0,0,2,1,4,1,Gd,10,1,TA,Y,89,0,0,0,0,0,
449,8600,Pave,6,6,1937,1950,Gable,780,GasA,TA,Y,780,596,1376,0,0,2,0,3,1,TA,7,1,Gd,N,0,0,0,0,0,0,
450,6000,Pave,3,7,1948,2002,Gable,649,GasA,Ex,Y,679,504,1183,0,0,1,1,2,1,TA,6,0,,Y,0,176,0,0,0,0,
451,5684,Pave,6,8,1930,2005,Hip,813,GasA,Ex,Y,813,0,813,0,0,1,0,2,1,Gd,5,0,,N,0,113,0,0,0,0,
452,70761,Pave,7,5,1975,1975,Gable,1533,GasA,TA,Y,1533,0,1533,1,0,2,0,2,1,Gd,5,2,TA,Y,200,54,0,0,0,0,
453,9303,Pave,6,5,1996,1997,Hip,872,GasA,Ex,Y,888,868,1756,1,0,2,1,3,1,TA,7,0,,Y,144,122,0,0,0,0,
454,9000,Pave,8,5,2008,2008,Gable,768,GasA,Ex,Y,786,804,1590,0,0,2,1,3,1,Gd,6,0,,Y,0,30,0,0,0,0,
455,9297,Pave,5,5,1976,1976,Gable,1728,GasA,TA,Y,1728,0,1728,2,0,2,0,4,2,TA,8,0,,Y,0,0,0,0,0,0,
456,9600,Pave,7,6,1973,1973,Hip,1242,GasA,Fa,Y,1242,0,1242,0,0,1,1,3,1,TA,6,1,TA,Y,0,0,0,0,0,0,
457,4571,Pave,5,5,1916,1950,Gable,624,GasA,Fa,N,624,720,1344,0,0,1,0,4,1,TA,7,0,,Y,0,0,96,0,0,0,
458,53227,Pave,4,6,1954,1994,Flat,1364,GasA,Ex,Y,1663,0,1663,1,0,1,0,2,1,Gd,6,2,Gd,Y,224,137,0,0,0,0,
459,5100,Pave,8,7,1925,1996,Hip,588,GasA,Fa,Y,833,833,1666,0,0,1,0,3,1,Gd,7,1,Gd,Y,192,63,0,0,0,0,
460,7015,Pave,5,4,1950,1950,Gable,709,GasA,TA,Y,979,224,1203,1,0,1,0,3,1,Gd,5,1,TA,Y,0,0,248,0,0,0,
461,8004,Pave,8,5,2009,2009,Gable,832,GasA,Ex,Y,832,1103,1935,1,0,2,1,3,1,TA,8,0,,Y,0,150,0,0,0,0,
462,7200,Pave,7,9,1936,2007,Gable,560,GasA,Ex,Y,575,560,1135,1,0,1,0,3,1,Gd,6,0,,Y,256,0,0,0,0,0,
463,8281,Pave,5,5,1965,1965,Gable,864,GasA,Gd,Y,864,0,864,0,0,1,0,3,1,TA,5,1,Po,Y,0,0,236,0,0,0,
464,11988,Pave,6,7,1934,1995,Hip,715,GasA,Fa,Y,849,811,1660,0,0,1,1,3,1,TA,6,1,Gd,Y,0,0,0,0,0,0,
465,8430,Pave,5,5,1978,1978,Gable,1040,GasA,TA,Y,1040,0,1040,0,0,2,0,3,1,TA,5,0,,Y,0,0,0,0,0,0,
466,3072,Pave,7,5,2004,2004,Hip,1375,GasA,Ex,Y,1414,0,1414,0,0,2,0,2,1,Gd,6,1,TA,Y,144,20,0,0,0,0,
467,10628,Pave,7,5,1970,1970,Flat,1277,GasA,TA,Y,1277,0,1277,1,0,1,0,2,1,TA,5,1,Po,Y,0,0,0,0,176,0,
468,9480,Pave,5,7,1942,1995,Gable,728,GasA,Ex,Y,888,756,1644,0,0,1,1,3,1,Gd,7,2,Gd,Y,168,0,0,0,0,0,
469,11428,Pave,8,5,2006,2006,Gable,1626,GasA,Ex,Y,1634,0,1634,0,0,2,0,3,1,Gd,7,1,Gd,Y,0,44,0,0,0,0,
470,9291,Pave,6,5,1993,1993,Gable,832,GasA,Ex,Y,832,878,1710,0,0,2,1,3,1,Gd,7,0,,Y,144,70,0,0,0,0,
471,6820,Pave,8,5,1985,1985,Gable,1488,GasA,TA,Y,1502,0,1502,1,0,1,1,1,1,Gd,4,0,,Y,0,54,0,0,140,0,
472,11952,Pave,7,6,1977,1977,Mansard,808,GasA,TA,Y,1161,808,1969,0,0,2,1,3,1,TA,8,1,Gd,Y,0,0,0,0,276,0,
473,3675,Pave,6,5,2005,2005,Gable,547,GasA,Ex,Y,1072,0,1072,1,0,1,0,2,1,TA,5,0,,Y,0,28,0,0,0,0,
474,14977,Pave,8,5,2006,2007,Gable,1976,GasA,Ex,Y,1976,0,1976,1,0,2,0,2,1,Gd,7,1,Ex,Y,250,63,0,0,0,0,
475,5330,Pave,8,5,2000,2000,Gable,1494,GasA,Ex,Y,1652,0,1652,1,0,2,0,2,1,Ex,6,0,,Y,96,48,0,0,0,0,
476,8480,Pave,5,6,1963,1963,Hip,970,GasA,TA,Y,970,0,970,1,0,1,0,2,1,TA,5,0,,Y,0,24,0,0,192,0,
477,13125,Pave,6,5,1997,1998,Gable,1478,GasA,Ex,Y,1493,0,1493,1,0,2,0,3,1,Gd,7,1,TA,Y,140,39,0,0,0,0,
478,13693,Pave,9,5,2006,2006,Hip,2153,GasA,Ex,Y,2069,574,2643,0,0,2,1,3,1,Ex,9,1,Gd,Y,414,84,0,0,0,0,
479,10637,Pave,8,5,2007,2008,Hip,1705,GasA,Ex,Y,1718,0,1718,1,0,2,0,3,1,Gd,7,1,Gd,Y,208,44,0,0,0,0,
480,5925,Pave,4,7,1937,2000,Hip,907,GasA,TA,Y,1131,0,1131,0,0,1,0,2,1,TA,7,0,,Y,0,72,0,0,0,0,
481,16033,Pave,9,5,2004,2005,Hip,1833,GasA,Ex,Y,1850,0,1850,1,0,2,0,3,1,Gd,8,1,Gd,Y,519,112,0,0,0,0,
482,11846,Pave,9,5,2003,2004,Hip,1792,GasA,Ex,Y,1792,0,1792,1,0,2,0,2,1,Ex,6,1,Gd,Y,206,49,0,0,0,0,
483,2500,Pave,7,8,1915,2005,Gable,910,GasA,Ex,Y,916,910,1826,1,0,1,1,4,1,Ex,7,1,Gd,Y,0,0,0,0,0,0,
484,4500,Pave,6,5,1998,1998,Hip,1216,GasA,Ex,Y,1216,0,1216,1,0,2,0,2,1,TA,5,0,,Y,0,125,0,0,0,0,
485,7758,Pave,5,7,1962,2001,Gable,999,GasA,Gd,Y,999,0,999,1,0,1,0,3,1,Gd,6,0,,Y,0,132,0,0,0,0,
486,9600,Pave,5,7,1950,2007,Gable,1113,GasA,Gd,Y,1113,0,1113,0,0,1,0,3,1,Gd,5,1,Gd,Y,0,80,120,0,0,0,
487,10289,Pave,5,7,1965,1965,Hip,1073,GasA,TA,Y,1073,0,1073,1,0,1,1,3,1,TA,6,0,,Y,0,0,0,0,0,0,
488,12243,Pave,5,6,1971,1971,Gable,1484,GasA,Gd,Y,1484,0,1484,0,0,2,0,3,1,TA,7,1,TA,Y,224,0,0,0,180,0,
489,10800,Pave,5,4,1900,1970,Gable,954,GasA,TA,N,1766,648,2414,0,0,2,0,3,2,TA,10,1,Gd,N,142,0,0,0,0,0,
490,1526,Pave,4,8,1970,2002,Gable,630,GasA,TA,Y,630,0,630,1,0,1,0,1,1,Gd,3,0,,Y,0,0,0,0,0,0,
491,2665,Pave,5,6,1976,1976,Gable,264,GasA,TA,Y,616,688,1304,0,0,1,1,3,1,TA,4,1,Gd,Y,141,24,0,0,0,0,
492,9490,Pave,6,7,1941,1950,Gable,806,GasA,TA,Y,958,620,1578,1,0,1,0,3,1,Fa,5,2,TA,Y,0,0,32,0,0,0,
493,15578,Pave,6,5,2006,2006,Gable,728,GasA,Gd,Y,728,728,1456,0,0,2,1,3,1,TA,8,0,,Y,0,0,0,0,0,0,
494,7931,Pave,5,6,1960,1960,Gable,1269,GasA,TA,Y,1269,0,1269,0,0,1,1,3,1,TA,6,1,Fa,Y,0,0,0,0,0,0,
495,5784,Pave,5,8,1938,1996,Gable,190,GasA,Gd,Y,886,0,886,0,0,1,0,2,1,TA,4,0,,Y,144,20,80,0,0,0,
496,7879,Pave,4,5,1920,1950,Gable,720,GasA,TA,N,720,0,720,0,0,1,0,2,1,TA,4,0,,N,0,523,115,0,0,0,
497,12692,Pave,8,5,1992,1993,Hip,3200,GasA,Ex,Y,3228,0,3228,1,0,3,0,4,1,Gd,10,1,Gd,Y,264,75,291,0,0,0,
498,9120,Pave,7,6,1925,1950,Gable,1026,GasA,Ex,Y,1133,687,1820,1,0,2,0,4,1,TA,8,0,,N,0,100,0,0,0,0,
499,7800,Pave,5,7,1967,2004,Hip,864,GasA,Ex,Y,899,0,899,0,0,1,0,3,1,Gd,5,0,,Y,64,0,0,0,0,0,
500,7535,Pave,5,7,1958,1985,Gable,912,GasA,Fa,Y,912,0,912,0,1,1,0,2,1,TA,5,0,,Y,12,285,0,0,0,0,
501,1890,Pave,6,5,1973,1973,Gable,672,GasA,TA,Y,672,546,1218,0,0,1,1,3,1,TA,7,0,,Y,144,28,0,0,0,0,
502,9803,Pave,7,5,2005,2005,Gable,866,GasA,Gd,Y,866,902,1768,0,0,2,1,3,1,Gd,7,0,,Y,0,108,0,0,0,0,
503,9170,Pave,5,7,1965,1965,Hip,1214,GasA,Ex,Y,1214,0,1214,1,0,1,0,2,1,TA,6,0,,Y,0,0,184,0,0,0,
