LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea
7931,5,5,1959,1148,1148,0,1148,3,1,6,0,1,672
8640,7,5,2007,1372,1372,0,1372,3,1,6,0,2,529
8750,5,6,1970,1002,1002,0,1002,3,1,5,0,2,902
10656,8,5,2006,1638,1646,0,1646,3,1,6,1,3,870
6970,4,5,1961,1040,1120,0,1120,3,1,5,0,2,544
14762,5,6,1948,0,1547,720,2320,2,1,7,1,2,672
9938,7,5,1993,1050,1062,887,1949,3,1,8,1,2,574
6600,5,5,1962,894,894,0,894,2,1,5,0,1,308
8750,6,5,1998,804,804,878,1682,3,1,7,0,2,523
8892,5,7,1953,105,910,0,910,3,1,5,0,2,414
12144,5,7,1949,832,1036,0,1268,3,1,6,1,1,288
5720,5,6,1941,676,676,455,1131,3,1,5,0,1,200
9000,8,5,2007,1184,1184,1426,2610,4,1,11,1,2,550
25286,4,5,1963,1064,1040,0,1040,3,1,5,0,2,648
8834,9,5,2004,1462,1462,762,2224,4,1,10,1,3,738
11782,5,7,1961,1109,1155,0,1155,3,1,6,0,2,576
7000,5,8,1978,864,864,0,864,3,1,6,0,1,336
7024,5,5,2005,1090,1090,0,1090,2,1,5,0,2,450
13758,7,5,1990,1156,1187,530,1717,3,1,7,1,2,400
9636,6,5,1992,808,808,785,1593,3,1,7,1,2,389
6204,4,5,1912,795,954,795,2230,5,1,10,0,1,440
7150,5,5,1967,892,892,0,892,3,1,5,0,1,288
5119,9,5,1999,1698,1709,0,1709,2,1,5,1,2,506
8393,5,5,1959,1626,1712,0,1712,4,2,8,0,2,588
16466,5,7,1955,816,872,521,1393,3,1,8,0,1,300
15865,8,6,1970,2217,2217,0,2217,4,1,8,1,2,621
12160,6,4,1953,1505,1505,0,1505,2,1,6,1,2,505
8064,5,7,1949,672,672,252,924,3,1,6,1,2,576
11184,6,5,1978,918,918,765,1683,3,1,7,1,2,440
8414,6,8,1963,1059,1068,0,1068,3,1,6,0,1,264
13284,5,5,1954,1383,1383,0,1383,3,1,6,1,1,354
7018,5,5,1979,0,1535,0,1535,4,2,8,0,2,400
7056,6,5,1963,780,983,813,1796,4,1,8,1,2,483
8765,4,6,1936,951,951,0,951,2,1,6,0,1,327
7018,5,5,1979,0,1120,1120,2240,6,2,12,0,2,528
12919,9,5,2009,2330,2364,0,2364,2,1,11,2,3,820
6993,5,7,1961,912,1236,0,1236,3,1,6,1,1,288
7340,4,6,1971,858,858,0,858,2,1,4,0,1,684
8712,5,7,1957,992,1306,0,1306,2,1,5,0,1,756
7875,7,5,2003,783,807,702,1509,3,1,8,1,2,393
14859,7,5,2006,1670,1670,0,1670,3,1,7,1,3,690
6173,5,6,1967,876,902,0,902,3,1,6,0,1,288
9920,5,5,1954,1056,1063,0,1063,3,1,6,0,1,280
13501,8,5,2006,1623,1636,0,1636,3,1,8,1,3,865
11500,7,7,1936,1017,1020,1037,2057,3,1,6,1,1,180
8885,5,5,1983,864,902,0,902,2,1,5,0,2,484
12589,6,5,2005,742,742,742,1484,3,1,8,1,2,390
11600,5,5,1960,1105,1105,1169,2274,5,2,12,0,2,480
9286,5,7,1977,1268,1268,0,1268,3,1,5,0,1,252
6120,5,7,1925,768,1015,0,1015,3,1,6,0,1,450
6270,5,6,1949,1001,1001,1001,2002,4,2,8,0,3,871
3000,6,5,2009,612,612,612,1224,2,1,4,0,2,528
2001,4,5,1970,546,546,546,1092,3,1,6,0,1,286
9000,2,3,1949,480,480,0,480,1,1,4,0,1,308
17140,4,6,1956,1134,1229,0,1229,3,1,6,0,1,284
13125,7,5,1991,1104,912,1215,2127,4,1,8,1,3,833
11029,6,8,1958,1184,1414,0,1414,3,1,6,1,2,601
8462,6,5,1994,928,936,785,1721,3,1,7,0,2,471
8777,5,7,1900,1272,1272,928,2200,4,2,9,0,0,0
10237,6,5,2005,1316,1316,0,1316,3,1,6,1,2,397
8012,6,5,1993,1604,1617,0,1617,2,1,5,1,2,533
10240,6,6,1980,1686,1686,0,1686,3,1,7,1,2,612
15611,5,6,1977,1126,1126,0,1126,3,1,6,0,2,540
11999,8,5,2003,1181,1234,1140,2374,4,1,10,1,3,656
9900,7,5,1968,832,1098,880,1978,4,1,9,1,2,486
11838,8,5,2001,1753,1788,0,1788,3,1,7,1,2,522
13006,7,5,1997,964,993,1243,2236,4,1,8,1,2,642
8925,8,5,2007,1466,1466,0,1466,3,1,7,0,3,610
9100,5,6,1965,925,925,0,925,2,1,5,0,1,429
11670,9,5,2006,1905,1905,0,1905,3,1,8,1,3,788
8487,7,5,2004,1500,1500,0,1500,3,1,6,0,2,570
27650,7,7,1960,585,2069,0,2069,4,1,9,1,2,505
5825,4,5,1926,600,747,0,747,1,1,5,0,2,528
10083,7,5,2003,1176,1200,0,1200,2,1,5,0,2,555
9675,7,5,2005,1113,1113,858,1971,3,1,8,1,2,689
8760,7,5,2006,1391,1391,571,1962,3,1,7,0,3,868
24090,7,7,1940,1032,1207,1196,2403,4,1,10,2,1,349
12640,6,5,1976,1728,1728,0,1728,4,2,8,0,2,574
8755,7,5,1999,992,1022,1038,2060,3,1,8,1,2,390
7711,4,3,1977,1440,1440,0,1440,4,2,8,0,0,0
25000,5,4,1967,1632,1632,0,1632,4,2,8,0,2,576
14375,6,6,1958,819,1344,0,1344,3,1,7,1,2,525
8820,5,6,1890,1088,1188,561,1869,2,1,7,0,2,456
8163,5,6,1959,1144,1144,0,1144,3,1,6,1,1,796
14536,8,5,2002,1616,1629,0,1629,3,1,9,1,3,808
14006,7,5,2002,936,936,840,1776,3,1,7,1,2,474
9360,6,7,1972,1161,1381,0,1381,3,1,5,1,2,676
7200,5,8,1950,864,864,0,864,3,1,5,0,2,720
7800,5,5,1965,828,965,0,965,3,1,6,0,1,300
7200,5,8,1972,768,768,0,768,2,1,5,0,1,396
11075,5,4,1969,784,1168,800,1968,4,1,7,1,2,530
9400,6,5,1975,945,980,0,980,4,0,4,0,0,0
7136,6,6,1946,979,979,979,1958,4,2,8,0,2,492
1300,6,6,1980,561,561,668,1229,2,1,5,1,2,462
7420,5,5,1962,1057,1057,0,1057,3,1,6,0,2,576
8450,7,5,2003,1337,1337,0,1337,3,1,6,0,2,531
2572,7,5,1999,696,696,720,1416,3,1,6,0,2,484
7207,5,7,1958,858,858,0,858,2,1,4,0,0,0
12227,6,7,1977,1330,1542,1330,2872,4,1,11,1,2,619
2308,6,6,1976,804,804,744,1548,3,1,7,1,2,440
11923,9,5,2007,1800,1800,0,1800,2,1,7,0,2,702
11316,7,5,2002,817,824,1070,1894,4,1,8,1,2,510
10237,6,5,2005,783,783,701,1484,3,1,8,1,2,393
9600,5,7,1940,728,976,332,1308,2,1,7,2,1,256
7390,5,7,1955,1098,1098,0,1098,3,1,6,0,1,260
5925,3,6,1910,600,600,368,968,2,1,6,0,0,0
10382,6,5,1958,588,1095,0,1095,2,1,6,0,1,264
10800,4,4,1949,720,720,472,1192,4,1,6,0,0,0
2268,7,5,2003,764,764,862,1626,2,1,6,0,2,474
7892,6,5,1979,918,918,0,918,2,1,5,1,1,264
11639,7,5,2007,1428,1428,0,1428,3,1,6,0,2,480
11414,7,8,1910,728,1136,883,2019,3,1,8,0,2,532
2651,7,5,2000,673,673,709,1382,3,1,6,0,2,490
5900,4,7,1923,440,869,0,869,2,1,4,0,0,0
4274,7,5,2006,1241,1241,0,1241,1,1,4,0,2,569
9450,4,5,1954,894,894,0,894,3,1,5,0,2,400
8816,5,6,1963,1121,1121,0,1121,3,1,5,0,2,480
12122,7,9,1961,944,999,0,999,3,1,6,0,2,588
12203,8,5,1998,1225,1276,1336,2612,4,1,8,1,3,676
3182,7,5,2007,1266,1266,0,1266,2,1,6,1,2,388
11250,8,5,2002,1128,1149,1141,2290,4,1,9,1,2,779
10125,5,5,1977,0,1302,432,1734,4,2,8,0,2,539
10880,5,5,1950,1164,1164,0,1164,3,1,5,0,1,240
5310,6,8,1910,485,1001,634,1635,2,1,5,0,1,255
10159,9,5,2009,1930,1940,0,1940,3,1,8,1,3,606
12046,6,6,1976,848,1118,912,2030,4,1,8,1,2,551
8125,7,5,2006,770,778,798,1576,3,1,6,0,2,614
9452,8,5,1997,1396,1407,985,2392,3,1,7,1,3,870
17671,8,9,1882,916,916,826,1742,4,1,8,1,2,424
9760,6,8,1964,822,1020,831,1851,3,1,7,1,2,440
8846,6,5,2005,750,750,750,1500,3,1,6,0,2,564
12456,10,5,2006,1700,1718,0,1718,3,1,7,1,3,786
4712,4,7,1946,747,774,456,1230,3,1,5,0,1,305
10659,5,6,1961,1050,1050,0,1050,3,1,6,0,1,368
11717,6,6,1970,1442,1442,0,1442,2,1,6,1,2,615
9786,3,4,1922,1007,1077,0,1077,3,1,6,1,1,210
6762,7,5,2006,1187,1208,0,1208,2,1,6,0,2,632
10206,3,3,1952,0,944,0,944,2,1,4,0,2,528
5400,5,6,1920,691,691,0,691,2,1,4,0,1,216
11957,8,5,2006,1574,1574,0,1574,3,1,7,1,3,824
11500,5,6,1976,1680,1680,0,1680,4,2,8,0,2,528
3182,7,5,2005,1346,1504,0,1504,1,1,7,1,2,457
8385,5,8,1977,985,985,0,985,3,1,6,0,1,328
12155,6,3,1970,1657,1657,0,1657,3,1,7,1,2,484
2217,4,4,1970,546,546,546,1092,3,1,6,0,1,286
12118,7,5,2004,1710,1710,0,1710,3,1,7,1,2,550
6000,5,5,1926,1008,1008,0,1522,4,1,7,0,0,0
21286,5,5,1948,720,720,551,1271,4,1,7,1,1,312
9825,5,5,1965,0,1664,0,1664,4,2,8,0,0,0
10592,6,7,1923,602,900,602,1502,3,1,7,2,1,180
7200,5,4,1910,1022,1022,0,1022,2,1,4,0,1,280
11664,6,5,1948,1082,1082,0,1082,2,1,5,1,1,240
8400,8,6,2001,810,810,855,1665,3,1,6,0,2,528
11883,7,5,1996,1504,1504,0,1504,3,1,6,1,2,478
5814,8,5,1984,1220,1360,0,1360,1,1,4,1,2,565
10784,7,5,1991,384,802,670,1472,3,1,7,1,2,402
3013,7,5,2005,1362,1506,0,1506,2,1,6,1,2,440
7024,4,5,2005,1132,1132,0,1132,2,1,5,0,2,451
7406,7,5,2006,1199,1220,0,1220,2,1,6,0,2,632
9439,5,5,1930,912,912,336,1248,2,1,6,0,1,160
3182,7,5,2005,1346,1504,0,1504,2,1,7,1,2,437
15498,8,6,1976,1565,2898,0,2898,2,1,10,1,2,665
7700,5,5,1972,882,882,0,882,3,1,5,0,2,461
9300,5,5,1960,1268,1264,0,1264,3,1,6,2,2,461
9520,8,5,2007,1638,1646,0,1646,3,1,7,1,3,800
9492,5,5,1941,768,968,408,1376,3,1,6,1,1,240
1680,6,7,1972,672,672,546,1218,3,1,7,0,1,264
7082,5,8,1916,686,948,980,1928,5,2,10,0,0,0
15863,7,3,1920,824,1687,998,3082,5,1,12,2,2,672
14541,8,7,1993,1338,1352,1168,2520,5,1,10,1,3,796
8125,7,5,2002,1654,1654,0,1654,3,1,6,0,3,900
6305,5,7,1938,920,954,0,954,2,1,5,1,1,240
11500,4,3,1957,0,845,0,845,3,1,5,0,1,290
12898,9,5,2007,1620,1620,0,1620,2,1,6,1,3,912
9240,8,5,2001,1055,1055,1208,2263,3,1,7,1,2,905
1533,4,6,1970,546,798,546,1344,3,1,6,1,0,0
1477,4,4,1970,630,630,0,630,1,1,3,0,1,286
13125,5,4,1957,1134,1803,0,1803,3,1,8,1,2,484
9130,6,8,1966,800,800,832,1632,4,1,7,0,2,484
5381,6,5,2005,1306,1306,0,1306,1,1,5,1,2,624
11839,7,5,1990,1475,1532,797,2329,4,1,10,1,2,514
9600,8,5,1981,2524,2524,0,2524,4,1,9,1,2,542
13680,3,5,1955,0,1733,0,1733,4,1,8,1,2,452
16056,9,5,2005,1992,1992,876,2868,4,1,11,1,3,716
9245,5,5,1994,990,990,0,990,3,1,5,0,2,672
21750,5,4,1960,0,1771,0,1771,3,1,9,1,2,336
11100,4,7,1946,0,930,0,930,2,1,6,0,1,308
8993,7,5,2007,1302,1302,0,1302,3,1,6,0,2,436
11175,7,5,2007,1316,1316,0,1316,3,1,6,1,2,440
9500,6,6,1964,816,1127,850,1977,4,1,9,1,2,540
8562,5,6,1957,1216,1526,0,1526,4,1,7,1,1,364
11367,8,5,2002,1065,1091,898,1989,3,1,7,1,2,586
11361,6,5,1976,1193,1523,0,1523,3,1,7,1,2,478
7052,7,5,2005,1364,1364,0,1364,2,1,6,1,2,484
29959,7,6,1994,973,979,871,1850,3,1,7,1,2,467
11308,9,5,2008,1104,1130,1054,2184,3,1,10,1,3,836
11275,6,7,1932,854,1096,895,1991,3,1,7,1,2,432
4920,8,5,2001,1338,1338,0,1338,2,1,6,0,2,582
18000,3,4,1935,894,894,0,894,2,1,6,0,3,1248
13600,5,5,1900,662,1422,915,2337,5,2,10,0,2,560
6000,6,6,1925,1103,1103,0,1103,2,1,5,1,2,440
11000,5,6,1966,1154,1154,0,1154,3,1,6,1,2,480
14000,7,5,1996,1306,1306,954,2260,3,1,7,0,2,533
7837,6,7,1993,799,799,772,1571,3,1,7,1,2,380
9760,6,6,1964,780,798,813,1611,4,1,7,0,2,442
3964,6,4,1973,942,1291,1230,2521,5,1,10,1,2,576
9600,5,7,1949,845,893,0,893,2,1,4,0,2,576
10152,5,5,1956,1048,1048,0,1048,3,1,6,0,1,286
11700,6,6,1968,727,829,727,1556,4,1,8,0,2,441
7585,5,3,1948,810,1002,454,1456,4,1,7,1,1,280
7950,6,6,1977,690,698,728,1426,3,1,6,0,2,440
8556,7,5,2006,1240,1240,0,1240,2,1,5,0,3,826
13125,7,6,1940,800,960,780,1740,3,1,6,2,1,240
10800,5,8,1936,796,1096,370,1466,3,1,7,1,2,566
15870,5,5,1969,1096,1096,0,1096,3,1,6,0,1,299
4435,6,5,2004,848,848,0,848,1,1,3,1,2,420
8775,5,5,1994,990,990,0,990,3,1,5,0,1,299
11040,6,7,1971,1258,1258,0,1258,3,1,5,0,2,528
7500,5,5,1963,1040,1040,0,1040,3,1,5,0,1,308
8749,7,5,2002,1459,1459,0,1459,3,1,6,1,2,527
8800,6,6,1964,1251,1251,0,1251,3,1,6,2,1,461
13031,6,5,1995,691,691,807,1498,3,1,6,1,2,409
9069,6,6,1992,936,996,0,996,2,1,5,0,2,564
1974,4,5,1973,546,546,546,1092,3,1,6,0,1,286
10574,8,5,2005,1082,1082,871,1953,3,1,9,1,3,1043
2522,7,5,2004,970,970,739,1709,3,1,7,0,2,380
3316,8,5,2005,1247,1247,0,1247,1,1,4,1,2,550
8544,3,4,1950,0,1040,0,1040,2,2,6,0,2,400
2160,7,5,1999,600,624,628,1252,2,1,4,0,2,462
8400,6,5,1925,1181,1390,304,1694,4,1,7,1,2,576
9230,5,8,1965,864,1200,0,1200,1,1,6,0,2,884
5868,5,7,1956,936,936,0,936,2,1,4,0,1,308
9317,6,5,2006,1314,1314,0,1314,3,1,6,1,2,440
6882,6,7,1914,684,773,582,1355,3,1,7,0,0,0
3696,8,5,1986,1074,1088,0,1088,2,1,5,0,2,461
6000,4,6,1936,672,757,567,1324,3,1,6,0,1,240
11880,7,5,1978,1271,1601,0,1601,3,1,7,1,2,478
8400,2,5,1920,290,438,0,438,1,1,3,0,1,246
9758,5,5,1971,950,950,0,950,3,1,5,0,1,280
7000,5,7,1960,1010,1134,0,1134,2,1,6,0,1,254
8910,6,6,1959,655,1194,0,1194,3,1,6,1,2,539
2016,5,5,1970,630,630,672,1302,3,1,6,0,2,440
12256,8,5,1994,1463,1500,1122,2622,3,1,9,2,2,712
10357,7,5,1990,910,1442,0,1442,3,1,6,1,2,719
23257,7,5,2006,868,887,1134,2021,3,1,9,1,2,422
8063,6,5,2000,924,948,742,1690,3,1,7,1,2,463
11362,8,5,2004,1836,1836,0,1836,3,1,7,1,3,862
8000,6,5,1995,773,773,885,1658,3,1,8,1,2,431
10480,7,6,1976,803,1098,866,1964,4,1,8,1,2,483
7100,5,7,1957,816,816,0,816,2,1,5,0,1,308
8923,5,7,1953,1008,1008,0,1008,2,1,6,0,1,240
5400,5,7,1954,833,833,0,833,2,1,4,0,1,326
12085,8,5,2007,1734,1734,0,1734,3,1,7,1,3,928
7750,8,5,2002,408,779,640,1419,3,1,7,1,2,527
9764,5,7,1967,894,894,0,894,3,1,5,0,2,450
13825,5,6,1958,533,1021,580,1601,3,1,6,0,1,300
7560,5,5,1959,1040,1040,0,1040,3,1,6,0,1,286
8263,6,5,1920,1012,1012,0,1012,2,1,6,1,1,308
10084,7,5,2005,1552,1552,0,1552,3,1,7,0,3,782
8926,4,3,1956,672,960,0,960,3,1,5,0,1,288
9405,5,9,1947,698,698,0,698,2,1,4,0,0,0
9125,7,5,1992,384,812,670,1482,3,1,7,1,2,392
10434,4,5,1955,1005,1005,0,1005,2,1,5,1,2,672
3684,7,5,2007,1373,1555,0,1555,2,1,7,1,3,660
14572,7,5,2004,1530,1530,0,1530,3,1,7,1,3,630
11796,7,5,2004,847,847,1112,1959,4,1,8,1,2,434
7200,5,5,1980,936,936,0,936,2,1,4,0,2,672
7804,4,3,1928,1122,1328,653,1981,4,1,7,2,2,576
10712,5,5,1991,974,974,0,974,3,1,5,0,0,0
9900,6,4,1880,1008,1178,1032,2210,5,1,8,0,1,205
9828,8,5,1995,1128,1142,878,2020,3,1,8,1,2,466
8773,6,5,1997,916,916,684,1600,3,1,7,1,2,460
6180,6,5,1926,960,986,0,986,2,1,5,1,1,180
9600,6,5,1950,1032,1032,220,1252,3,1,6,0,1,288
6342,5,8,1875,780,780,240,1020,2,1,6,0,0,0
9819,6,5,1977,1567,1567,0,1567,2,1,5,2,2,714
8731,5,5,1920,915,1167,0,1167,3,1,6,1,2,495
7350,5,7,1951,952,952,0,952,2,1,4,0,2,840
10304,5,7,1976,780,1088,780,1868,4,1,9,1,2,484
9965,8,5,2006,1466,1466,1362,2828,4,1,11,1,3,1052
9000,5,3,1959,1006,1006,0,1006,3,1,5,0,0,0
12180,4,4,1941,672,672,252,924,2,1,5,0,1,280
6240,5,6,1928,1042,1042,534,1576,3,1,8,1,1,225
11200,6,5,1985,1298,1298,0,1298,3,1,5,1,2,403
12000,7,7,1941,704,860,704,1564,3,1,7,1,1,234
5700,7,7,1926,572,572,539,1111,2,1,5,1,1,288
9000,7,9,1920,650,832,650,1482,3,1,7,0,2,324
8280,6,5,1950,932,932,0,932,2,1,4,1,1,306
17755,5,4,1959,1466,1466,0,1466,3,1,6,2,2,528
14115,6,7,1956,1073,1811,0,1811,2,1,6,1,2,470
5890,6,8,1930,816,816,0,816,2,1,5,0,1,432
13700,7,6,1965,864,902,918,1820,4,1,8,2,2,492
10768,5,8,1976,1437,1437,0,1437,3,1,6,1,2,528
9350,5,8,1965,1219,1265,0,1265,3,1,6,1,2,502
5001,7,5,2007,1314,1314,0,1314,2,1,6,1,2,626
11932,8,5,2007,1580,1580,0,1580,3,1,7,0,3,830
9120,6,6,1974,901,943,933,1876,4,1,8,1,2,540
2280,6,5,1978,855,855,601,1456,3,1,7,1,2,440
14778,6,7,1954,1296,1640,0,1640,3,1,7,1,2,924
8724,5,5,1968,894,894,0,894,3,1,5,1,2,450
12900,4,4,1969,1198,1258,0,1258,0,2,6,0,2,400
16157,5,7,1978,1360,1432,0,1432,2,1,5,1,2,588
9541,7,5,2009,1502,1502,0,1502,3,1,7,0,2,644
10475,8,5,2008,1694,1694,0,1694,3,1,7,0,3,776
10852,6,5,2000,959,959,712,1671,3,1,7,1,2,472
13728,6,7,1935,1127,1236,872,2108,4,1,7,2,2,540
35760,10,5,1995,1930,1831,1796,3627,4,1,10,1,3,807
9880,6,6,1977,1096,1118,0,1118,3,1,6,1,1,358
9120,6,6,1958,1261,1261,0,1261,3,1,6,1,2,433
4017,7,5,2006,625,625,625,1250,2,1,5,0,2,625
18030,5,6,1946,1598,1636,971,3086,3,1,12,1,0,0
16560,6,8,1932,952,1170,1175,2345,4,1,9,1,2,360
10678,8,5,1992,1683,2129,743,2872,4,1,9,1,2,541
6951,5,5,1984,876,923,0,923,3,1,5,0,1,264
3950,6,8,1926,818,818,406,1224,3,1,5,0,1,210
7681,5,6,1921,731,820,523,1343,3,1,7,1,1,186
8335,5,5,1954,0,1124,0,1124,3,1,5,1,0,0
11170,7,5,1990,1216,1298,1216,2514,4,1,8,0,2,693
5587,8,5,2008,1600,1652,0,1652,2,1,5,1,2,482
15623,10,5,1996,2396,2411,2065,4476,4,1,10,2,3,813
10800,5,6,1920,1120,1130,0,1130,2,1,5,1,2,720
35133,5,4,1963,1572,1572,0,1572,3,1,5,2,3,995
9738,5,7,1924,784,949,272,1221,4,1,7,0,1,392
10615,3,5,1900,978,1014,685,1699,3,2,7,0,2,420
12461,8,5,1994,1624,1624,0,1624,2,1,5,1,3,757
8935,7,5,2002,831,831,829,1660,3,1,7,0,2,493
7500,7,5,1999,994,1028,776,1804,3,1,7,1,2,442
32463,4,4,1961,1249,1622,0,1622,3,1,7,1,4,1356
2645,8,5,1999,776,764,677,1441,2,1,5,0,2,492
9600,5,8,1925,702,842,630,1472,3,1,6,0,1,250
4500,6,5,1999,1224,1224,0,1224,2,1,5,0,2,402
9364,6,7,1969,663,663,689,1352,4,1,7,0,1,299
8029,6,5,2005,728,728,728,1456,3,1,8,0,2,400
14054,7,5,2006,879,879,984,1863,4,1,9,1,3,660
8850,7,6,1916,815,815,875,1690,3,1,7,1,1,225
9100,7,5,2001,1212,1212,0,1212,3,1,6,0,2,573
11235,4,5,1963,1051,1382,0,1382,3,1,6,1,2,459
9353,4,5,1970,864,864,0,864,3,1,5,0,1,280
10400,7,5,1998,866,866,913,1779,3,1,6,0,2,546
6000,5,8,1925,884,884,464,1348,3,1,5,1,1,216
9750,7,5,2000,1630,1630,0,1630,3,1,6,1,2,451
10140,5,6,1975,1056,1074,0,1074,3,1,6,0,2,495
14684,7,7,1990,2158,2196,0,2196,3,1,7,1,3,701
8900,4,4,1966,1056,1056,0,1056,2,1,5,0,1,384
9135,6,5,2003,1682,1700,0,1700,3,1,7,0,2,544
7763,5,7,1962,931,1283,0,1283,3,1,6,0,2,506
10182,8,5,2006,1660,1660,0,1660,3,1,8,1,2,500
11218,6,5,1992,1055,1055,790,1845,3,1,8,1,2,462
12134,8,7,1988,559,1080,672,1752,4,1,8,0,2,492
9340,4,6,1941,672,672,0,672,2,1,4,0,1,234
10246,4,9,1965,648,960,0,960,0,1,3,0,1,364
10205,5,5,1962,925,999,0,999,3,1,6,0,1,300
7094,5,5,1966,894,894,0,894,3,1,5,0,1,384
8930,6,5,1978,0,1318,584,1902,4,2,8,0,2,539
8640,8,5,2009,1300,1314,0,1314,3,1,6,0,2,552
6240,4,5,1947,0,672,240,912,2,1,3,0,0,0
1680,6,5,1971,672,672,546,1218,3,1,7,0,0,0
7800,5,5,1964,912,912,0,912,2,1,5,0,1,288
8250,5,5,1968,952,1211,0,1211,3,1,5,1,1,322
10496,6,6,1949,1040,1168,678,1846,3,1,7,1,1,315
10680,5,3,1951,2136,2136,0,2136,4,1,7,0,2,528
15384,7,5,2004,788,788,702,1490,3,1,8,1,2,388
10482,6,8,1958,588,1138,0,1138,3,1,6,0,1,264
14598,6,5,2007,894,894,1039,1933,4,1,9,1,3,668
8872,5,8,1965,912,912,0,912,2,1,5,0,2,576
8769,9,5,2008,1702,1702,0,1702,1,1,7,1,3,1052
7910,5,5,1960,1075,1507,0,1507,4,1,7,0,1,404
18890,5,5,1977,1361,1361,1259,2620,4,2,12,1,2,600
7728,5,6,1962,1106,1190,0,1190,3,1,6,0,2,540
9842,4,5,1962,0,1224,0,1224,2,2,6,0,2,462
12160,5,5,1959,1188,1188,0,1188,3,1,6,0,2,531
8525,5,6,1911,940,1024,940,1964,4,1,7,0,0,0
13132,5,5,1914,747,892,892,1784,4,1,9,0,1,180
2628,7,5,2003,764,764,862,1626,2,1,6,0,2,474
12393,7,5,2004,847,847,1101,1948,4,1,8,1,2,434
13072,6,5,2005,1141,1141,0,1141,3,1,6,0,2,484
9037,8,5,2006,1476,1484,0,1484,2,1,6,1,2,472
8158,7,5,2003,884,884,884,1768,3,1,8,0,2,543
9849,7,6,2007,1689,1689,0,1689,3,1,7,0,3,954
10625,7,6,1974,1053,1173,0,1173,3,1,6,2,2,528
13891,10,5,2006,2076,2076,0,2076,2,1,7,1,3,850
11435,8,7,1929,792,792,725,1517,3,1,7,2,2,400
12090,6,7,1984,585,1140,728,1868,3,1,7,1,2,477
8125,7,5,2005,756,756,797,1553,3,1,6,0,2,615
12328,6,5,1976,1012,1034,0,1034,3,1,6,0,3,888
9600,6,5,1917,735,1134,924,2058,3,1,8,1,2,396
7200,5,7,1950,876,988,0,988,3,1,6,0,1,276
11160,7,5,1968,2110,2110,0,2110,3,1,8,2,2,522
3136,7,5,2003,1405,1405,0,1405,2,1,6,1,2,478
9858,5,6,1968,864,874,0,874,3,1,5,0,1,288
17542,7,7,1974,1192,1516,651,2167,3,1,9,2,2,518
6931,7,5,2003,746,760,896,1656,3,1,7,1,2,397
6240,6,6,1931,884,959,408,1367,3,1,6,1,1,560
14303,8,5,1994,1986,1987,0,1987,2,1,7,1,2,691
4060,5,8,1922,864,864,0,864,2,1,4,0,0,0
9587,7,5,2005,856,1166,0,1166,2,1,5,0,2,400
9750,6,8,1969,1054,1054,0,1054,3,1,6,0,2,460
24682,6,5,1999,841,892,783,1675,3,1,7,1,2,502
9600,5,6,1956,1050,1050,0,1050,2,1,5,0,1,338
11250,4,5,1957,1104,1104,684,1788,5,1,8,2,1,304
13515,6,6,1919,764,1060,764,1824,3,1,8,1,2,520
4060,6,5,1998,1405,1337,0,1337,2,1,5,0,2,511
3735,7,5,1999,691,713,739,1452,3,1,6,0,2,506
10120,7,4,1910,925,964,925,1889,4,2,9,1,1,308
13214,9,5,2008,2002,2018,0,2018,3,1,10,1,3,746
14100,8,9,1935,728,1968,1479,3447,4,1,11,2,3,1014
11344,5,5,1958,874,874,650,1524,3,1,7,0,1,315
23595,7,6,1979,1332,1332,192,1524,0,1,4,1,2,586
9156,6,7,1968,1489,1489,0,1489,3,1,7,1,2,462
13526,5,6,1965,935,935,0,935,3,1,5,0,1,288
11512,6,7,1959,1019,1357,0,1357,2,1,5,1,1,312
5362,5,6,1910,661,661,589,1250,3,1,8,1,2,552
11345,5,5,1948,928,928,992,1920,4,2,10,0,2,400
12936,6,6,1972,723,735,660,1395,3,1,6,1,2,497
17871,6,5,1967,1680,1724,0,1724,3,1,7,1,2,480
9473,8,5,2002,1128,1128,903,2031,3,1,7,1,2,577
7500,4,4,1920,698,698,430,1128,2,1,6,0,2,528
9808,7,5,2002,1573,1573,0,1573,3,1,6,0,2,544
8049,7,5,1990,1309,1339,0,1339,2,1,6,1,2,484
8800,5,7,1977,1040,1040,0,1040,3,1,5,0,2,484
9400,6,5,1971,912,912,912,1824,4,2,8,0,0,0
9638,6,7,1919,804,1699,748,2447,4,1,10,1,1,336
6000,6,6,1939,780,825,587,1412,4,1,6,1,1,280
9790,6,5,1963,1328,1328,0,1328,3,1,6,2,2,528
36500,5,5,1964,1624,1582,0,1582,4,1,7,0,2,390
5664,8,5,2000,1501,1659,0,1659,2,1,5,1,2,499
11065,8,5,2006,1085,1120,850,1970,3,1,8,1,3,753
14112,5,7,1964,1152,1152,0,1152,3,1,6,1,2,484
1680,5,7,1972,630,630,672,1302,3,1,6,0,1,264
6600,5,4,1892,994,1378,994,2372,4,2,11,0,1,432
10140,7,5,1976,832,832,832,1664,4,1,8,1,2,528
8172,5,7,1955,864,864,0,864,2,1,5,0,2,572
8400,5,5,1968,1052,1052,0,1052,3,1,5,0,1,288
