const,LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,OpenPorchSF,YrSold,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_Y
1.0,10267,6,7,1918,816,838,838,1,2,1,2,5,0,2008,0,0,0,0,1
1.0,8740,5,6,1982,840,860,860,1,2,1,3,4,0,2009,0,0,0,1,1
1.0,25095,5,8,1968,1437,1473,1473,1,1,1,5,5,48,2009,0,0,0,0,1
1.0,9100,5,6,1930,742,779,935,1,2,1,3,4,0,2008,0,0,0,1,1
1.0,8320,7,5,2004,770,770,1582,2,3,1,4,6,45,2008,0,0,0,0,1
1.0,13478,10,5,2008,1722,1728,2296,2,3,1,5,10,274,2009,0,0,0,0,1
1.0,6600,5,8,1982,816,816,816,1,2,1,3,4,0,2008,0,0,0,0,1
1.0,4435,6,5,2003,848,848,848,1,1,1,4,4,0,2009,0,0,0,0,1
1.0,7990,5,6,1975,924,924,924,1,3,1,3,5,0,2008,0,0,0,1,1
1.0,11302,8,5,2005,1814,1826,1826,2,3,1,4,7,75,2006,0,0,0,0,1
1.0,3600,6,7,1910,684,684,1368,1,3,1,3,7,158,2006,0,0,0,0,0
1.0,3922,7,5,2006,1258,1402,1402,0,2,1,4,7,16,2007,0,0,0,0,1
1.0,12984,5,6,1977,1430,1647,1647,2,3,1,4,7,0,2006,0,0,0,0,1
1.0,1950,6,6,1980,716,716,1556,2,3,1,3,6,0,2008,0,0,0,1,1
1.0,10927,8,5,2005,1058,1058,1904,2,3,1,5,8,60,2006,0,0,0,0,1
1.0,9000,6,6,1937,780,780,1375,1,3,1,4,6,162,2007,0,0,0,1,1
1.0,10041,8,5,1992,908,927,1915,2,3,1,4,8,150,2006,0,0,0,0,1
1.0,3182,7,5,2004,600,600,1200,2,2,1,4,4,172,2010,0,0,0,0,1
1.0,12803,7,5,2002,1494,1494,1494,2,3,1,4,6,36,2008,0,0,0,0,1
1.0,13600,7,6,1965,768,1186,1986,2,3,1,3,7,42,2009,0,0,0,1,1
1.0,12464,5,5,1996,1040,1040,1040,1,3,1,4,6,0,2009,0,1,0,0,1
1.0,7800,5,8,1948,896,1112,2008,3,3,1,5,8,0,2006,0,0,0,0,1
1.0,12168,8,6,1934,965,1940,3194,2,4,1,3,10,0,2007,0,0,0,1,1
1.0,7943,4,5,1961,1029,1029,1029,1,3,1,3,5,0,2007,0,1,0,0,1
1.0,11050,9,5,2000,1440,1476,2153,2,3,1,5,8,142,2009,0,0,0,0,1
1.0,10395,6,6,1978,1032,1032,1032,2,3,1,3,6,0,2007,0,0,0,1,1
1.0,11885,8,5,2001,1299,1299,1872,2,3,1,5,7,122,2009,0,0,0,0,1
1.0,8402,5,5,2007,1120,1120,1120,1,3,1,3,6,30,2007,0,0,0,0,1
1.0,1491,4,6,1972,630,630,630,1,1,1,3,3,24,2010,0,0,0,0,1
1.0,8800,6,7,1963,936,1054,1054,1,3,1,4,6,0,2010,0,0,0,0,1
1.0,7861,6,5,2002,783,807,1509,2,3,1,4,7,75,2006,0,0,0,0,1
1.0,7227,6,6,1954,832,832,832,1,2,1,4,4,0,2008,0,1,0,0,1
1.0,11694,9,5,2007,1822,1828,1828,2,3,1,4,9,108,2007,0,0,0,0,1
1.0,12244,8,5,2003,1482,1482,2262,2,4,1,4,10,0,2008,0,0,0,0,1
1.0,8248,3,3,1914,864,864,864,1,2,1,3,5,0,2008,0,0,0,1,0
1.0,10800,6,7,1974,1522,1548,2614,2,4,1,3,9,243,2008,0,0,0,1,1
1.0,7064,5,6,1977,980,980,980,1,3,1,3,6,0,2009,0,0,0,1,1
1.0,2117,6,5,2000,756,756,1512,2,2,1,4,4,32,2007,0,0,0,0,1
1.0,10400,6,5,1972,732,1012,1790,1,4,1,3,8,0,2006,0,1,0,0,1
1.0,10000,6,6,1962,1116,1116,1116,1,3,1,3,5,0,2010,0,0,0,1,1
1.0,12342,5,5,1960,978,1422,1422,1,3,1,3,6,0,2007,0,0,0,1,1
1.0,9600,6,6,1955,1156,1520,1520,1,3,1,3,7,0,2010,0,0,0,0,1
1.0,11606,5,5,1969,1040,1040,2080,1,5,1,2,9,0,2007,0,0,0,1,1
1.0,9020,6,5,1964,1248,1350,1350,1,3,1,3,6,0,2008,0,0,0,1,1
1.0,9000,5,6,1880,636,1089,1750,1,3,1,5,8,0,2006,0,0,0,1,1
1.0,4590,8,5,2006,1554,1554,1554,2,2,1,4,6,73,2007,0,0,0,0,1
1.0,11900,7,5,1977,1386,1411,1411,2,3,1,3,6,0,2009,0,0,0,1,1
1.0,9250,5,7,1954,1056,1056,1056,1,3,1,3,6,0,2007,0,0,0,1,1
1.0,6979,6,5,1980,1056,1056,1056,0,0,2,3,4,56,2010,0,1,0,0,1
1.0,10896,6,7,1914,1440,1440,3395,2,8,2,2,14,110,2007,0,0,0,0,1
1.0,6120,2,3,1936,264,800,800,1,1,1,2,4,0,2009,1,0,0,0,0
1.0,6000,5,4,1954,811,811,1387,2,3,2,4,7,0,2009,0,0,0,1,1
1.0,8777,5,7,1910,796,796,796,1,2,1,3,4,0,2008,0,1,0,0,1
1.0,3982,8,5,2006,1520,1567,1567,2,1,1,5,7,0,2006,0,0,0,0,1
1.0,12677,8,5,2003,1518,1518,1518,1,1,1,5,6,140,2008,0,0,0,0,1
1.0,7050,7,5,2001,1057,1057,1929,2,3,1,4,7,235,2007,0,0,0,0,1
1.0,13860,8,7,1972,1952,2000,2704,2,4,1,5,9,111,2009,0,1,0,0,1
1.0,10793,5,5,1969,780,780,1620,2,4,1,3,7,0,2007,0,0,0,0,1
1.0,9187,9,5,2009,1766,1766,1766,2,2,1,5,7,130,2009,0,0,0,0,1
1.0,10530,6,5,1971,981,981,981,1,3,1,3,5,312,2007,0,0,0,1,1
1.0,7200,5,5,1950,0,1048,1048,1,3,1,3,7,27,2008,0,1,0,0,1
1.0,10452,6,5,1953,1094,1094,1094,1,3,1,3,5,0,2008,0,0,0,0,1
1.0,7700,6,5,1966,756,1051,1839,1,4,1,3,7,124,2010,0,0,0,1,1
1.0,1936,4,6,1970,630,630,630,1,1,1,3,3,0,2007,0,1,0,0,1
1.0,8125,7,6,2007,813,822,1665,2,3,1,4,7,0,2008,0,0,0,0,1
1.0,9084,4,5,1940,755,755,1510,1,4,1,3,7,0,2009,0,0,0,1,1
1.0,8750,7,5,1996,880,909,1716,2,2,1,4,7,120,2009,0,0,0,0,1
1.0,10320,6,7,1906,756,756,1469,1,3,1,3,7,0,2008,0,0,0,0,1
1.0,10437,8,6,1995,2109,2113,2113,2,2,1,4,7,46,2008,0,0,0,0,1
1.0,1680,6,5,1971,525,525,1092,1,3,1,3,6,0,2010,0,0,0,1,1
1.0,10007,5,7,1959,1053,1053,1053,1,3,1,4,5,0,2008,0,0,0,0,1
1.0,7200,7,6,1931,776,851,1502,1,3,1,3,6,0,2008,0,0,0,1,1
1.0,17503,6,5,1948,912,912,1458,1,3,1,3,6,0,2010,0,0,0,1,1
1.0,9937,5,7,1964,1486,1486,1486,1,3,1,3,7,0,2009,0,0,0,0,1
1.0,12384,7,7,1976,793,1142,1935,2,3,1,3,7,113,2007,0,0,0,1,1
1.0,46589,8,7,1994,1629,1686,2448,2,4,1,4,8,76,2009,0,0,0,0,1
1.0,13560,6,3,1968,1392,1392,1392,1,2,1,3,5,0,2009,0,1,0,0,1
1.0,10012,4,5,1972,1138,1181,1181,2,3,1,3,6,0,2008,0,0,0,1,1
1.0,20896,8,5,2005,2077,2097,2097,1,1,1,5,8,267,2006,0,0,0,0,1
1.0,11194,8,5,2000,1406,1454,1936,2,3,1,4,7,124,2006,0,0,0,0,1
1.0,18450,6,5,1965,1021,1465,2380,2,3,1,3,7,265,2007,0,0,0,1,1
1.0,8125,6,5,1994,1408,1679,1679,2,3,1,4,7,42,2008,0,0,0,0,1
1.0,14175,5,6,1956,1188,1437,1437,1,3,1,3,6,0,2006,0,1,0,0,1
1.0,11600,4,5,1922,700,1180,1180,1,2,1,2,5,0,2006,0,0,0,0,1
1.0,8633,6,5,2005,738,738,1476,2,3,1,4,7,35,2009,0,0,0,0,1
1.0,6629,6,6,1925,672,697,1369,2,3,1,3,6,0,2009,0,0,0,1,0
1.0,11250,6,6,1977,1208,1208,1208,1,3,1,3,6,42,2006,0,0,0,1,1
1.0,14442,6,7,1957,1477,1839,1839,2,3,1,4,7,87,2007,0,0,0,0,1
1.0,9200,6,6,1965,1136,1136,1136,1,3,1,3,5,0,2008,0,0,0,1,1
1.0,2289,6,6,1978,855,855,1441,2,3,1,3,7,0,2009,0,0,0,1,1
1.0,9600,4,2,1900,1095,1095,1774,2,4,2,3,8,0,2006,1,0,0,0,0
1.0,9022,5,8,1924,768,792,792,1,2,1,4,5,0,2009,0,0,0,0,1
1.0,11844,8,5,2008,2046,2046,2046,2,3,1,4,7,82,2009,0,0,0,0,1
1.0,9945,5,5,1961,988,988,988,1,3,1,3,5,0,2007,0,0,0,1,1
1.0,8012,6,5,1980,923,923,923,2,2,1,3,5,0,2010,0,0,0,1,1
1.0,4500,5,5,1932,793,848,1520,1,3,1,3,6,0,2009,0,0,0,0,1
1.0,2887,6,5,1996,1291,1291,1291,1,2,1,4,6,0,2008,0,0,0,0,1
1.0,11248,9,5,2002,1626,1668,1668,2,3,1,4,7,45,2007,0,0,0,0,1
1.0,16770,7,5,1998,1195,1195,1839,2,4,1,3,7,81,2010,0,1,0,0,1
1.0,5062,7,5,1984,1190,1190,2090,2,3,1,4,6,0,2007,0,1,0,0,1
1.0,10207,7,6,2007,874,874,1761,3,3,1,4,7,105,2007,0,0,0,0,1
1.0,5105,7,5,2004,551,551,1102,2,2,1,4,4,60,2007,0,0,0,0,1
1.0,8089,8,6,2007,1419,1419,1419,2,2,1,4,7,0,2007,0,0,0,0,1
1.0,7577,6,5,2005,1362,1362,1362,2,2,1,4,6,28,2007,0,0,0,0,1
1.0,4426,6,5,2004,848,848,848,1,1,1,4,3,0,2008,0,0,0,0,1
1.0,21535,10,6,1994,2444,2444,4316,3,4,1,5,10,50,2007,0,0,0,0,1
1.0,26178,7,5,1989,1210,1238,2519,2,4,1,4,9,27,2006,0,0,0,0,1
1.0,5400,5,6,1921,1073,1073,1073,1,2,1,3,4,0,2006,0,0,0,0,1
1.0,6120,5,6,1936,927,1067,1539,1,3,1,3,5,0,2009,0,0,0,1,1
1.0,13811,6,6,1987,1112,1137,1137,2,2,1,4,5,0,2006,0,1,0,0,1
1.0,6000,5,7,1921,616,616,616,1,2,1,3,4,0,2006,0,1,0,0,1
1.0,6420,5,7,1952,980,1148,1148,1,2,1,3,6,0,2006,1,0,0,0,1
1.0,8450,5,8,1965,894,894,894,1,3,1,3,5,144,2010,0,0,0,0,1
1.0,4282,7,5,2004,1391,1391,1391,2,2,1,4,5,158,2008,0,0,0,0,1
1.0,14331,8,5,2002,1800,1800,1800,2,3,1,4,7,78,2006,0,0,0,0,1
1.0,9600,7,5,1969,1164,1164,1164,1,3,1,3,6,0,2006,0,0,0,1,1
1.0,12438,8,5,2006,1234,1264,2576,2,4,1,5,10,100,2006,0,0,0,0,1
1.0,7630,5,9,1900,360,1032,1812,2,4,2,4,8,0,2010,0,1,0,0,1
1.0,8400,7,5,2004,1473,1484,1484,2,3,1,4,7,35,2010,0,0,0,0,1
1.0,5600,4,5,1930,0,372,1092,2,3,2,2,7,0,2010,1,0,0,0,0
1.0,115149,7,5,1971,1643,1824,1824,2,2,1,4,5,48,2007,0,0,0,1,1
1.0,6240,8,5,2006,1324,1324,1324,2,2,1,4,6,38,2009,0,0,0,0,1
1.0,9018,7,5,2007,728,728,1456,2,3,1,4,8,24,2007,0,0,0,0,1
1.0,7162,5,7,1966,876,904,904,1,3,1,3,6,0,2008,0,0,0,1,1
1.0,4130,3,6,1935,270,729,729,1,2,1,3,5,0,2008,0,1,0,0,1
1.0,8712,4,7,1900,859,859,1178,1,2,1,3,7,0,2010,0,1,0,0,1
1.0,4671,8,5,1988,1228,1228,1228,2,2,1,4,5,120,2008,0,1,0,0,1
1.0,9873,4,5,1970,960,960,960,1,3,1,3,6,288,2006,0,0,0,1,0
1.0,13517,6,8,1976,725,725,1479,2,3,1,4,6,44,2010,0,0,0,0,1
1.0,10140,6,5,1974,1064,1350,1350,2,3,1,3,7,0,2009,0,0,0,1,1
1.0,10800,7,8,1890,718,1576,2554,1,3,1,3,8,48,2007,0,0,0,0,1
1.0,10000,5,6,1973,1176,1178,1178,1,3,1,4,5,0,2008,0,1,0,0,1
1.0,10542,7,5,1993,1311,1325,2418,2,3,1,4,9,154,2008,0,0,0,0,1
1.0,9920,5,6,1969,971,971,971,1,3,1,3,5,0,2006,0,0,0,1,1
1.0,6563,8,5,1985,1742,1742,1742,2,2,1,4,5,28,2006,0,0,0,1,1
1.0,4426,6,5,2004,848,848,848,1,1,1,4,3,0,2010,0,0,0,0,1
1.0,8120,4,7,1970,864,864,864,1,3,1,3,5,0,2009,0,0,0,0,1
1.0,8172,4,6,1954,941,997,1470,2,4,1,3,7,0,2008,0,0,0,0,1
1.0,13286,9,5,2007,1698,1698,1698,2,3,1,5,8,64,2009,0,0,0,0,1
1.0,6960,4,6,1970,864,864,864,1,3,1,4,5,0,2009,0,0,0,1,1
1.0,21695,6,9,1988,880,1680,1680,2,3,1,4,5,44,2009,0,0,0,0,1
1.0,7314,7,5,2007,1232,1232,1232,2,2,1,4,6,0,2009,0,0,0,0,1
1.0,11475,5,5,1958,1584,1776,1776,2,4,2,3,9,25,2009,0,0,0,1,1
1.0,6240,4,5,1925,780,848,1208,1,2,1,3,5,23,2009,0,0,0,1,1
1.0,5389,8,5,1995,1595,1616,1616,2,2,1,4,5,152,2010,0,0,0,0,1
1.0,9590,7,5,2003,868,1146,1146,2,3,1,4,6,22,2007,0,0,0,0,1
1.0,11404,7,5,1998,1153,1153,2031,2,3,1,4,8,84,2008,0,0,0,0,1
1.0,10000,5,6,1961,864,1144,1144,1,3,1,3,6,0,2009,0,0,0,0,1
1.0,8978,5,5,1968,948,948,948,1,3,1,3,6,0,2007,0,0,0,1,1
1.0,10800,7,7,1914,880,880,1768,1,2,1,3,6,341,2006,1,0,0,0,0
1.0,8544,3,4,1950,0,1040,1040,2,2,2,3,6,0,2006,0,1,0,0,0
1.0,10463,8,5,2005,893,901,1801,2,3,1,4,8,116,2006,0,0,0,0,1
1.0,10800,5,5,1987,1200,1200,1200,3,3,1,3,5,0,2009,0,0,0,1,1
1.0,9313,7,5,2004,864,864,1728,2,3,1,4,7,56,2009,0,0,0,0,1
1.0,9600,5,7,1910,264,768,1432,2,2,1,3,7,0,2007,0,0,0,0,1
1.0,6768,6,8,1961,912,912,912,1,3,1,4,5,0,2008,0,1,0,0,1
1.0,8450,7,5,2000,1349,1349,1349,2,3,1,3,6,55,2007,0,0,0,0,1
1.0,12886,5,6,1963,520,1464,1464,2,3,1,3,6,0,2009,0,0,0,0,1
1.0,5395,8,5,1993,1337,1337,1337,2,2,1,4,5,0,2008,0,1,0,0,1
1.0,8963,8,9,1976,1142,1175,2715,3,4,1,4,11,204,2008,0,0,0,0,1
1.0,8795,7,5,2000,952,980,2256,2,4,1,4,8,54,2009,0,0,0,0,1
1.0,11700,7,7,1880,1240,1320,2640,1,4,1,4,8,0,2009,0,0,0,1,0
1.0,10593,7,5,1996,1720,1720,1720,2,3,1,4,7,56,2010,0,0,0,0,1
1.0,8405,4,3,1945,0,1088,1529,2,4,1,3,9,0,2009,0,0,0,1,0
1.0,8800,4,7,1910,576,792,1140,1,3,1,3,7,160,2010,0,1,0,0,1
1.0,7750,7,5,2003,660,660,1320,2,3,1,4,6,48,2007,0,0,0,0,1
1.0,9236,6,5,1997,1479,1494,1494,2,3,1,4,6,27,2006,0,0,0,0,1
1.0,10240,8,5,2005,1030,1038,2098,2,3,1,5,8,52,2006,0,1,0,0,1
1.0,7930,6,8,1969,1026,1026,1026,1,3,1,4,5,48,2009,0,1,0,0,1
1.0,3230,6,5,1999,729,742,1471,2,3,1,3,6,24,2009,0,1,0,0,1
1.0,10769,8,5,2007,866,866,1768,2,3,1,4,7,105,2009,0,0,0,0,1
1.0,11616,6,5,1978,672,672,1386,2,3,1,3,6,0,2010,0,0,0,1,1
1.0,2280,7,5,1999,744,757,1501,2,3,1,3,6,0,2008,0,1,0,0,1
1.0,12257,8,5,1995,1318,1328,2531,2,4,1,4,9,98,2007,0,0,0,0,1
1.0,9100,6,6,1959,864,864,864,1,2,1,3,5,0,2009,0,0,0,0,1
1.0,6911,5,5,1924,1145,1301,1301,1,2,1,2,5,0,2009,0,0,0,1,1
1.0,8640,7,5,2009,756,764,1547,2,3,1,4,7,45,2010,0,0,0,0,1
1.0,9430,8,5,1999,1252,1268,2365,2,3,1,4,8,128,2009,0,0,0,0,1
1.0,9549,8,5,1995,1494,1494,1494,1,2,1,5,6,30,2006,0,0,0,0,1
1.0,14587,9,5,2008,1498,1506,1506,2,2,1,5,6,174,2008,0,0,0,0,1
1.0,10421,7,5,1988,980,980,1714,2,3,1,3,7,66,2010,0,0,0,1,1
1.0,12508,6,7,1940,983,983,1750,2,4,1,3,7,0,2008,0,0,0,0,1
1.0,9100,7,5,2004,1860,1836,1836,2,3,1,4,8,33,2006,0,0,0,0,1
1.0,53504,8,5,2003,1650,1690,3279,3,4,1,5,12,36,2010,0,0,0,0,1
1.0,7252,5,5,1982,858,858,858,1,2,1,3,5,0,2009,0,0,0,1,1
1.0,8877,4,5,1951,836,1220,1220,1,2,1,3,6,0,2006,0,0,0,1,1
1.0,7819,6,5,1976,1029,1117,1117,1,3,1,3,6,0,2010,0,0,0,1,1
1.0,10150,5,5,1958,912,912,912,1,2,1,3,5,0,2007,0,0,0,0,1
1.0,14226,8,5,2006,1935,1973,1973,2,3,1,4,9,45,2007,0,1,0,0,1
1.0,4500,6,5,1998,1204,1204,1204,2,2,1,3,5,247,2009,0,0,0,0,1
1.0,11210,7,5,2005,1614,1614,1614,2,3,1,4,7,59,2006,0,0,0,0,1
1.0,13350,5,5,1974,864,894,894,1,3,1,3,5,0,2006,0,0,0,1,1
1.0,8400,5,5,1977,0,2020,2020,2,4,2,3,10,0,2007,0,0,0,1,1
1.0,10530,6,5,1977,975,1004,1004,1,2,1,3,4,0,2006,0,0,0,1,1
1.0,7875,7,5,1995,1237,1253,1253,2,3,1,3,6,21,2007,0,1,0,0,1
1.0,7153,6,5,1992,761,810,1603,2,3,1,4,7,124,2006,0,0,0,0,1
1.0,16285,7,5,2001,1413,1430,1430,2,3,1,4,6,33,2009,0,0,0,0,1
1.0,9101,5,6,1978,1097,1110,1110,1,1,1,4,4,30,2009,0,0,0,0,1
1.0,6300,6,6,1914,742,742,1484,2,3,1,3,9,291,2008,0,0,0,0,1
1.0,9790,6,5,1967,1372,1342,1342,2,3,1,3,7,0,2009,0,0,0,1,1
1.0,10800,5,6,1915,686,966,1652,2,4,1,3,7,0,2010,0,0,0,1,1
1.0,10142,7,5,2004,956,956,2084,2,4,1,4,8,45,2010,0,0,0,0,1
1.0,6000,4,7,1954,901,901,901,1,2,1,3,4,0,2008,0,0,0,0,1
1.0,12205,6,8,1966,832,976,2087,2,5,1,4,9,168,2007,0,1,0,0,1
1.0,3182,7,5,2005,1145,1145,1145,2,2,1,4,5,16,2009,0,0,0,0,1
1.0,11333,6,5,1976,1029,1062,1062,1,3,1,3,5,0,2007,0,0,0,1,1
1.0,9920,7,5,1996,1117,1127,2013,2,3,1,3,8,130,2007,0,0,0,0,1
1.0,9158,8,5,2007,1496,1496,1496,2,3,1,4,7,130,2007,0,0,0,0,1
1.0,10832,7,5,1994,712,1086,1895,2,3,1,4,7,46,2008,0,0,0,0,1
1.0,8400,6,6,1980,650,888,1564,2,3,1,3,7,50,2010,0,0,0,1,1
1.0,8197,6,5,1977,660,1285,1285,1,3,1,3,7,0,2007,0,0,0,0,1
1.0,7677,5,5,1953,773,773,773,1,2,1,3,4,0,2008,0,1,0,0,1
1.0,13518,9,5,2008,1926,1966,3140,3,4,1,5,11,78,2009,0,0,0,0,1
1.0,7200,5,7,1937,731,981,1768,1,3,1,4,7,0,2007,0,0,0,0,1
1.0,12798,6,5,1997,616,616,1688,2,4,1,4,8,114,2008,0,1,0,0,1
1.0,4800,4,7,1916,1196,1196,1196,1,2,1,3,5,0,2007,0,0,0,0,1
1.0,8199,7,5,2005,728,728,1456,2,3,1,4,7,18,2008,0,0,0,0,1
1.0,13891,9,5,2008,1734,1734,2822,3,4,1,5,12,170,2009,0,0,0,0,1
1.0,9000,5,5,1954,936,1128,1128,1,2,1,3,5,0,2006,0,0,0,1,1
1.0,12274,7,5,2008,1417,1428,1428,2,3,1,5,6,60,2008,0,0,0,0,1
1.0,9750,5,5,1967,980,980,980,2,3,1,3,6,0,2006,0,1,0,0,1
1.0,21384,5,6,1923,1324,1072,1576,1,3,1,4,6,312,2009,0,0,0,0,1
1.0,13400,5,5,1966,1024,1086,1086,1,3,1,3,6,0,2006,0,0,0,1,1
1.0,8100,5,5,1898,849,1075,2138,2,2,3,3,11,156,2009,0,0,0,1,0
1.0,10140,6,6,1974,1040,1309,1309,1,3,1,4,5,0,2006,1,0,0,0,1
1.0,4438,6,5,2004,848,848,848,1,1,1,4,4,0,2008,0,0,0,0,1
1.0,8712,5,5,1952,540,1044,1044,1,2,1,2,4,0,2010,0,0,0,1,0
1.0,9750,6,6,1958,1442,1442,1442,1,4,1,3,7,0,2007,0,1,0,0,1
1.0,8248,5,7,1918,686,686,1250,1,3,1,2,7,0,2006,0,1,0,0,1
1.0,12137,7,5,1998,1649,1661,1661,2,3,1,4,6,34,2010,0,0,0,0,1
1.0,11425,5,6,1954,1008,1008,1008,1,2,1,3,4,0,2006,0,1,0,0,1
1.0,13265,8,5,2002,1568,1689,1689,2,3,1,4,7,59,2008,0,0,0,0,1
1.0,8816,6,7,1971,1010,1052,1052,1,3,1,3,6,0,2010,0,1,0,0,1
1.0,6371,7,5,2009,1358,1358,1358,2,2,1,4,6,35,2010,0,0,0,0,1
1.0,7226,7,5,2003,798,798,1640,2,3,1,4,6,45,2008,0,0,0,0,1
1.0,6000,4,4,1953,936,936,936,1,2,1,3,4,32,2009,0,0,0,1,0
1.0,12394,7,5,2003,847,847,1733,2,3,1,4,7,48,2007,0,0,0,0,1
1.0,9900,6,7,1940,778,944,1489,2,3,1,3,7,0,2009,0,0,0,1,1
1.0,11216,8,5,2006,1489,1489,1489,2,3,1,4,7,140,2006,0,0,0,0,1
1.0,14803,10,5,2007,2078,2084,2084,2,2,1,5,7,45,2008,0,0,0,0,1
1.0,6130,5,6,1924,784,784,784,1,2,1,4,5,0,2008,0,1,0,0,1
1.0,8529,7,5,2001,1454,1434,1434,2,3,1,4,6,39,2009,0,0,0,0,1
1.0,28698,5,5,1967,1013,1160,2126,2,3,1,3,7,0,2009,0,0,0,1,1
1.0,2544,7,5,2005,600,520,1223,2,2,1,4,4,166,2006,0,0,0,0,1
1.0,11900,6,5,1957,1392,1392,1392,1,3,1,3,6,0,2008,0,0,0,1,1
1.0,3180,7,5,2005,600,520,1200,2,2,1,4,4,166,2006,0,0,0,0,1
1.0,9548,7,6,2003,941,941,1829,2,3,1,4,7,39,2010,0,0,0,0,1
1.0,10004,6,6,1964,1516,1516,1516,1,3,1,3,6,0,2009,0,0,0,1,1
1.0,7875,5,6,1961,1144,1144,1144,1,3,1,3,6,0,2008,0,1,0,0,1
1.0,9600,4,7,1950,1067,1067,1067,2,2,1,4,4,0,2010,0,0,0,1,1
1.0,8100,5,6,1948,1559,1559,1559,1,2,1,3,5,116,2007,0,1,0,0,1
1.0,1680,6,5,1973,483,483,987,1,2,1,3,5,0,2008,0,0,0,1,1
1.0,9525,5,6,1995,1099,1099,1099,1,3,1,4,6,0,2008,0,0,0,0,1
1.0,11767,5,6,1946,768,768,1200,1,3,1,3,6,0,2008,0,0,0,0,1
1.0,12155,6,8,1925,672,810,1482,2,4,1,2,7,0,2008,0,0,0,1,0
1.0,10440,5,8,1904,650,958,1539,2,3,1,4,8,78,2008,0,1,0,0,1
1.0,9020,6,7,1966,1127,1165,1165,1,3,1,3,6,129,2008,0,0,0,1,1
1.0,8000,5,4,1961,1800,1800,1800,2,6,2,3,10,0,2007,0,0,0,0,0
1.0,12665,5,8,1915,876,876,1416,1,4,1,3,7,0,2008,0,1,0,0,1
1.0,16647,5,5,1975,1390,1701,1701,2,3,1,3,6,0,2007,0,0,0,1,1
1.0,9317,7,5,1993,740,1006,1775,2,3,1,4,7,72,2009,0,0,0,0,1
1.0,15523,5,6,1972,864,864,864,1,3,1,3,5,0,2009,0,0,0,0,1
1.0,45600,6,8,1908,907,1307,2358,3,5,1,3,10,40,2008,0,0,0,1,1
1.0,9600,6,7,1976,528,1094,1855,2,3,1,3,7,100,2007,0,0,0,0,1
1.0,4435,6,5,2003,848,848,848,1,1,1,4,3,0,2007,0,0,0,0,1
1.0,3196,8,5,2003,1273,1456,1456,2,2,1,4,7,20,2006,0,0,0,0,1
1.0,7128,7,5,1941,918,918,1646,2,4,1,3,7,0,2007,0,1,0,0,1
1.0,12095,6,6,1964,1127,1445,1445,1,3,1,3,7,0,2009,0,0,0,1,1
1.0,17920,5,4,1955,1763,1779,1779,1,3,1,3,6,418,2006,0,0,0,1,1
1.0,6897,5,8,1962,1040,1040,1040,1,3,1,3,6,104,2010,0,0,0,0,1
1.0,10970,6,6,1978,940,1026,1026,1,3,1,3,5,0,2008,0,0,0,1,1
1.0,8125,6,5,1994,702,702,1481,2,3,1,3,6,36,2009,0,1,0,0,1
1.0,10400,7,5,1976,1090,1370,1370,2,3,1,3,6,0,2009,0,0,0,1,1
1.0,11029,6,7,1968,1054,1512,2654,2,4,1,4,9,65,2006,0,0,0,1,1
1.0,7642,7,8,1918,912,912,1426,1,3,1,4,7,240,2007,0,1,0,0,1
1.0,11625,5,4,1965,1039,1039,1039,1,3,1,3,6,0,2010,0,0,0,0,1
1.0,9672,6,5,1984,1040,1097,1097,2,3,1,3,6,0,2010,0,0,0,1,1
1.0,7931,5,5,1959,1148,1148,1148,1,3,1,3,6,0,2009,0,0,0,1,1
1.0,8640,7,5,2007,1372,1372,1372,2,3,1,4,6,140,2008,0,0,0,0,1
1.0,8750,5,6,1970,1002,1002,1002,1,3,1,3,5,0,2009,0,0,0,1,1
1.0,10656,8,5,2006,1638,1646,1646,2,3,1,4,6,80,2007,0,0,0,0,1
1.0,6970,4,5,1961,1040,1120,1120,1,3,1,2,5,0,2007,0,0,0,1,1
1.0,14762,5,6,1948,0,1547,2320,2,2,1,3,7,144,2006,0,1,0,0,1
1.0,9938,7,5,1993,1050,1062,1949,2,3,1,4,8,90,2010,0,0,0,0,1
1.0,6600,5,5,1962,894,894,894,1,2,1,3,5,0,2009,0,1,0,0,0
1.0,8750,6,5,1998,804,804,1682,2,3,1,4,7,77,2010,0,0,0,0,1
1.0,8892,5,7,1953,105,910,910,1,3,1,4,5,0,2008,0,1,0,0,1
1.0,12144,5,7,1949,832,1036,1268,1,3,1,3,6,28,2009,0,1,0,0,1
1.0,5720,5,6,1941,676,676,1131,1,3,1,3,5,0,2009,0,0,0,0,1
1.0,9000,8,5,2007,1184,1184,2610,2,4,1,5,11,364,2007,0,0,0,0,1
1.0,25286,4,5,1963,1064,1040,1040,1,3,1,3,5,0,2007,0,1,0,0,1
1.0,8834,9,5,2004,1462,1462,2224,2,4,1,5,10,0,2009,0,0,0,0,1
1.0,11782,5,7,1961,1109,1155,1155,1,3,1,4,6,0,2010,0,0,0,1,1
1.0,7000,5,8,1978,864,864,864,1,3,1,3,6,0,2009,0,0,0,0,1
